fid,yyear,quarter,month,dayofweek,hour,carrierid,carrier,airport,dest,crsdeptime,depdelay,depdel15,wid
1,1998,4,10,7,18,19790,DL,ROC,ATL,18:00:00,-3,0,24694
2,1998,4,10,1,18,19790,DL,ROC,ATL,18:00:00,-5,0,24695
3,1998,4,10,1,18,19790,DL,ROC,ATL,18:00:00,-10,0,24702
4,1998,4,10,3,18,19790,DL,ROC,ATL,18:00:00,-7,0,24718
5,1998,4,10,1,17,20355,US,ROC,BOS,17:30:00,-2,0,50371
6,1998,4,10,3,17,20355,US,ROC,BOS,17:30:00,82,1,50373
7,1998,4,10,5,17,20355,US,ROC,BOS,17:30:00,3,0,50381
8,1998,4,10,5,17,20355,US,ROC,BOS,17:30:00,1,0,50387
9,1998,4,10,7,19,19977,UA,ROC,BUF,19:05:00,-6,0,53832
10,1998,4,10,1,19,19977,UA,ROC,BUF,19:05:00,125,1,53840
11,1998,4,10,4,19,19977,UA,ROC,BUF,19:05:00,-1,0,53843
12,1998,4,10,4,10,20355,US,ROC,CLT,10:45:00,6,0,78881
13,1998,4,10,2,10,20355,US,ROC,CLT,10:45:00,0,0,78893
14,1998,4,10,3,10,20355,US,ROC,CLT,10:45:00,-3,0,78901
15,1998,4,10,5,10,20355,US,ROC,CLT,10:45:00,-3,0,78903
16,1998,4,10,2,17,20355,US,ROC,DCA,17:20:00,14,0,103645
17,1998,4,10,2,12,20355,US,ROC,DCA,12:10:00,-3,0,103706
18,1998,4,10,6,12,20355,US,ROC,DCA,12:10:00,2,0,103710
19,1998,4,10,5,12,20355,US,ROC,DCA,12:10:00,-1,0,103723
20,1998,4,10,2,19,20355,US,ROC,PHL,19:15:00,-2,0,114590
21,1998,4,10,5,19,20355,US,ROC,PHL,19:15:00,-6,0,114605
22,1998,4,10,6,16,20355,US,ROC,PIT,16:01:00,-4,0,137970
23,1998,4,10,1,18,20355,US,ROC,PIT,18:29:00,-1,0,138013
24,1998,4,10,5,18,20355,US,ROC,PIT,18:29:00,0,0,138024
25,1998,4,10,3,18,20355,US,ROC,PIT,18:29:00,1,0,138029
26,1998,4,10,4,18,20355,US,ROC,PIT,18:29:00,3,0,138030
27,1998,4,10,6,18,20355,US,ROC,PIT,18:29:00,-3,0,138032
28,1998,4,10,6,18,20355,US,ROC,PIT,18:29:00,-1,0,138039
29,1998,4,10,4,20,19790,DL,ROC,SYR,20:20:00,-8,0,219864
30,1998,4,10,1,20,19790,DL,ROC,SYR,20:20:00,18,1,219868
31,1998,4,10,1,20,19790,DL,ROC,SYR,20:20:00,-10,0,219888
32,1998,4,10,4,20,19790,DL,ROC,SYR,20:20:00,0,0,219891
33,1998,4,10,4,12,19790,DL,ROC,SYR,12:55:00,3,0,219894
34,1998,4,10,2,12,19790,DL,ROC,SYR,12:55:00,3,0,219899
35,1998,4,10,5,12,19790,DL,ROC,SYR,12:55:00,2,0,219902
36,1998,4,10,2,12,19790,DL,ROC,SYR,12:55:00,0,0,219913
37,1998,4,10,2,12,20355,US,ROC,LGA,12:55:00,-3,0,239317
38,1998,4,10,5,12,20355,US,ROC,LGA,12:55:00,4,0,239320
39,1998,4,10,2,12,20355,US,ROC,LGA,12:55:00,-1,0,239329
40,1998,4,10,4,16,20355,US,ROC,LGA,16:30:00,70,1,239362
41,1998,4,10,6,16,20355,US,ROC,LGA,16:30:00,-5,0,239378
42,1998,4,10,5,16,20355,US,ROC,LGA,16:30:00,2,0,239384
43,1998,4,10,6,16,20355,US,ROC,LGA,16:30:00,2,0,239385
44,1998,4,10,4,16,20355,US,ROC,LGA,16:30:00,2,0,239390
45,1998,4,10,7,14,20355,US,ROC,MCO,14:30:00,2,0,254701
46,1998,4,10,5,14,20355,US,ROC,MCO,14:30:00,-2,0,254713
47,1998,4,10,7,17,19805,AA,ROC,ORD,17:01:00,0,0,322452
48,1998,4,10,2,17,19805,AA,ROC,ORD,17:01:00,-4,0,322454
49,1998,4,10,6,17,19805,AA,ROC,ORD,17:01:00,27,1,322458
50,1998,4,10,4,17,19805,AA,ROC,ORD,17:01:00,7,0,322463
51,1998,4,10,7,13,19805,AA,ROC,ORD,13:25:00,-4,0,322507
52,1998,4,10,4,13,19805,AA,ROC,ORD,13:25:00,1,0,322525
53,1998,4,10,5,13,19805,AA,ROC,ORD,13:25:00,2,0,322526
54,1998,4,10,7,20,19805,AA,ROC,ORD,20:16:00,-2,0,322549
55,1998,4,10,4,20,19805,AA,ROC,ORD,20:16:00,-1,0,322553
56,1998,4,10,4,20,19805,AA,ROC,ORD,20:16:00,107,1,322559
57,1998,4,10,4,10,19977,UA,ROC,ORD,10:55:00,21,1,322645
58,1998,4,10,5,10,19977,UA,ROC,ORD,10:55:00,-3,0,322646
59,1998,4,10,6,10,19977,UA,ROC,ORD,10:55:00,49,1,322647
60,1998,4,10,4,14,19977,UA,ROC,ORD,14:12:00,-4,0,322687
61,1998,4,10,6,14,19977,UA,ROC,ORD,14:12:00,-3,0,322689
62,1998,4,10,1,14,19977,UA,ROC,ORD,14:10:00,-3,0,322698
63,1998,4,10,5,14,19977,UA,ROC,ORD,14:12:00,5,0,322702
64,1998,4,10,3,14,19977,UA,ROC,ORD,14:12:00,-4,0,322707
65,1998,4,10,4,14,19977,UA,ROC,ORD,14:12:00,-4,0,322708
66,1998,4,10,4,11,20355,US,ROC,PHL,11:44:00,23,1,343485
67,1998,4,10,1,11,20355,US,ROC,PHL,11:44:00,4,0,343510
68,1998,4,10,6,17,19805,AA,MFE,DFW,17:52:00,34,1,356239
69,1998,4,10,1,11,19805,AA,MFE,DFW,11:42:00,-3,0,356319
70,1998,4,10,2,10,19386,NW,ROC,DTW,10:12:00,-5,0,377093
71,1998,4,10,6,15,19386,NW,ROC,DTW,15:18:00,-1,0,377107
72,1998,4,10,1,15,19386,NW,ROC,DTW,15:18:00,-3,0,377109
73,1998,4,10,5,15,19386,NW,ROC,DTW,15:18:00,-2,0,377113
74,1998,4,10,1,15,19386,NW,ROC,DTW,15:18:00,-2,0,377116
75,1998,4,10,7,15,19977,UA,ROC,IAD,15:05:00,-3,0,411326
76,1998,4,10,5,15,19977,UA,ROC,IAD,15:05:00,-4,0,411352
77,1998,4,10,3,11,19704,CO,MFE,IAH,11:15:00,0,0,418119
78,1998,4,10,5,11,19704,CO,MFE,IAH,11:15:00,-2,0,418121
79,1998,4,10,4,11,19704,CO,MFE,IAH,11:15:00,-1,0,418132
80,1998,4,10,1,11,19704,CO,MFE,IAH,11:15:00,-4,0,418135
81,1998,4,10,4,19,19704,CO,MFE,IAH,19:40:00,-5,0,418140
82,1998,4,10,1,19,19704,CO,MFE,IAH,19:40:00,-4,0,418143
83,1998,4,10,3,19,19704,CO,MFE,IAH,19:40:00,-3,0,418157
84,1998,4,10,5,17,19704,CO,MFE,IAH,17:01:00,2,0,418168
85,1998,4,10,7,17,19704,CO,MFE,IAH,17:01:00,330,1,418170
86,1998,4,10,2,17,19704,CO,MFE,IAH,17:01:00,14,0,418172
87,1998,4,10,5,17,19704,CO,MFE,IAH,17:01:00,-5,0,418175
88,1998,4,10,6,17,19704,CO,MFE,IAH,17:01:00,-3,0,418190
89,1998,4,10,1,17,19704,CO,MFE,IAH,17:01:00,-1,0,418192
90,1998,4,10,1,13,19704,CO,MFE,IAH,13:48:00,-4,0,418202
91,1998,4,10,6,13,19704,CO,MFE,IAH,13:48:00,-5,0,418214
92,1998,4,10,1,13,19704,CO,MFE,IAH,13:48:00,85,1,418216
93,1998,4,10,5,13,19704,CO,MFE,IAH,13:48:00,0,0,418220
94,1998,4,10,1,13,19704,CO,MFE,IAH,13:48:00,-6,0,418223
95,1998,4,10,2,13,19704,CO,MFE,IAH,13:48:00,12,0,418224
96,1998,4,10,3,13,19704,CO,MFE,IAH,13:48:00,-5,0,418225
97,1998,4,10,6,11,19704,CO,MFE,IAH,11:15:00,-2,0,418229
98,1998,4,11,3,18,19790,DL,ROC,ATL,18:00:00,-6,0,481564
99,1998,4,11,5,18,19790,DL,ROC,ATL,18:00:00,0,0,481566
100,1998,4,11,6,18,19790,DL,ROC,ATL,18:00:00,-5,0,481574
101,1998,4,11,7,18,19790,DL,ROC,ATL,18:00:00,0,0,481575
102,1998,4,11,1,18,19790,DL,ROC,ATL,18:00:00,8,0,481576
103,1998,4,11,7,18,19790,DL,ROC,ATL,18:00:00,-5,0,481582
104,1998,4,11,6,18,19790,DL,ROC,ATL,18:00:00,-2,0,481588
105,1998,4,11,7,18,19790,DL,ROC,ATL,18:00:00,0,0,481589
106,1998,4,11,5,17,20355,US,ROC,BOS,17:30:00,1,0,506032
107,1998,4,11,1,17,20355,US,ROC,BOS,17:30:00,18,1,506034
108,1998,4,11,5,19,19977,UA,ROC,BUF,19:05:00,-4,0,509292
109,1998,4,11,4,19,19977,UA,ROC,BUF,19:05:00,-10,0,509305
110,1998,4,11,1,17,20355,US,ROC,DCA,17:20:00,42,1,556770
111,1998,4,11,7,12,20355,US,ROC,DCA,12:10:00,-6,0,556809
112,1998,4,11,6,12,20355,US,ROC,DCA,12:10:00,-3,0,556815
113,1998,4,11,4,12,20355,US,ROC,DCA,12:10:00,,,556820
114,1998,4,11,2,15,20355,US,ROC,PHL,15:35:00,8,0,567412
115,1998,4,11,4,15,20355,US,ROC,PHL,15:35:00,-5,0,567428
116,1998,4,11,7,11,20355,US,ROC,PHL,11:44:00,5,0,567433
117,1998,4,11,1,11,20355,US,ROC,PHL,11:44:00,-4,0,567434
118,1998,4,11,4,11,20355,US,ROC,PHL,11:44:00,-2,0,567495
119,1998,4,11,4,19,20355,US,ROC,PHL,19:15:00,27,1,567526
120,1998,4,11,7,19,20355,US,ROC,PHL,19:15:00,-4,0,567528
121,1998,4,11,5,19,20355,US,ROC,PHL,19:15:00,59,1,567533
122,1998,4,11,7,19,20355,US,ROC,PHL,19:15:00,11,0,567539
123,1998,4,11,4,19,20355,US,ROC,PHL,19:15:00,-1,0,567545
124,1998,4,11,7,10,20355,US,ROC,PIT,10:00:00,-4,0,589846
125,1998,4,11,1,16,20355,US,ROC,PIT,16:01:00,-1,0,589879
126,1998,4,11,4,18,20355,US,ROC,PIT,18:29:00,10,0,589935
127,1998,4,11,2,20,19790,DL,ROC,SYR,20:20:00,-8,0,667374
128,1998,4,11,4,20,19790,DL,ROC,SYR,20:20:00,-15,0,667376
129,1998,4,11,6,20,19790,DL,ROC,SYR,20:20:00,-5,0,667385
130,1998,4,11,3,20,19790,DL,ROC,SYR,20:20:00,-15,0,667389
131,1998,4,11,1,12,19790,DL,ROC,SYR,12:55:00,-1,0,667403
132,1998,4,11,1,12,19790,DL,ROC,SYR,12:55:00,0,0,667409
133,1998,4,11,5,12,19790,DL,ROC,SYR,12:55:00,-2,0,667427
134,1998,4,11,7,12,19790,DL,ROC,SYR,12:55:00,-2,0,667429
135,1998,4,11,1,12,20355,US,ROC,LGA,12:55:00,-1,0,686253
136,1998,4,11,5,12,20355,US,ROC,LGA,12:55:00,-4,0,686257
137,1998,4,11,3,13,20355,US,ROC,LGA,13:00:00,20,1,686267
138,1998,4,11,7,16,20355,US,ROC,LGA,16:30:00,2,0,686291
139,1998,4,11,5,16,20355,US,ROC,LGA,16:30:00,-2,0,686296
140,1998,4,11,2,16,20355,US,ROC,LGA,16:30:00,-3,0,686300
141,1998,4,11,1,14,19790,DL,ROC,MCO,14:40:00,-8,0,701037
142,1998,4,11,3,14,19790,DL,ROC,MCO,14:40:00,-2,0,701060
143,1998,4,11,6,14,19790,DL,ROC,MCO,14:40:00,1,0,701063
144,1998,4,11,2,14,20355,US,ROC,MCO,14:30:00,,,701128
145,1998,4,11,6,14,20355,US,ROC,MCO,14:45:00,-3,0,701146
146,1998,4,11,3,14,20355,US,ROC,MCO,14:45:00,-5,0,701150
147,1998,4,11,4,17,19805,AA,ROC,ORD,17:00:00,1,0,765493
148,1998,4,11,4,17,19805,AA,ROC,ORD,17:00:00,-5,0,765500
149,1998,4,11,7,17,19805,AA,ROC,ORD,17:00:00,-5,0,765510
150,1998,4,11,3,20,19805,AA,ROC,ORD,20:05:00,-4,0,765572
151,1998,4,11,7,20,19805,AA,ROC,ORD,20:05:00,-4,0,765575
152,1998,4,11,3,13,19805,AA,ROC,ORD,13:21:00,-3,0,765618
153,1998,4,11,1,13,19805,AA,ROC,ORD,13:21:00,-2,0,765623
154,1998,4,11,5,10,19977,UA,ROC,ORD,10:50:00,-2,0,765629
155,1998,4,11,2,10,19977,UA,ROC,ORD,10:50:00,,,765633
156,1998,4,11,7,10,19977,UA,ROC,ORD,10:50:00,-3,0,765638
157,1998,4,11,3,10,19977,UA,ROC,ORD,10:50:00,-2,0,765641
158,1998,4,11,6,10,19977,UA,ROC,ORD,10:50:00,-4,0,765651
159,1998,4,11,7,17,19977,UA,ROC,ORD,17:25:00,-1,0,765684
160,1998,4,11,4,14,19977,UA,ROC,ORD,14:00:00,-1,0,765736
161,1998,4,11,6,14,19977,UA,ROC,ORD,14:00:00,-2,0,765752
162,1998,4,11,1,14,19977,UA,ROC,ORD,14:00:00,-2,0,765754
163,1998,4,11,2,17,19805,AA,MFE,DFW,17:53:00,-4,0,797438
164,1998,4,11,7,17,19805,AA,MFE,DFW,17:53:00,-2,0,797443
165,1998,4,11,2,17,19805,AA,MFE,DFW,17:53:00,0,0,797459
166,1998,4,11,1,17,19805,AA,MFE,DFW,17:53:00,0,0,797464
167,1998,4,11,2,11,19805,AA,MFE,DFW,11:41:00,-4,0,797467
168,1998,4,11,4,11,19805,AA,MFE,DFW,11:41:00,-4,0,797469
169,1998,4,11,4,11,19805,AA,MFE,DFW,11:41:00,-4,0,797490
170,1998,4,11,3,20,19386,NW,ROC,DTW,20:35:00,-3,0,817274
171,1998,4,11,2,10,19386,NW,ROC,DTW,10:20:00,-3,0,817299
172,1998,4,11,6,10,19386,NW,ROC,DTW,10:20:00,-1,0,817303
173,1998,4,11,6,10,19386,NW,ROC,DTW,10:20:00,-8,0,817317
174,1998,4,11,1,15,19386,NW,ROC,DTW,15:18:00,19,1,817328
175,1998,4,11,4,15,19386,NW,ROC,DTW,15:18:00,-4,0,817352
176,1998,4,11,2,15,19977,UA,ROC,IAD,15:00:00,-3,0,850156
177,1998,4,11,3,15,19977,UA,ROC,IAD,15:00:00,-4,0,850157
178,1998,4,11,1,11,19704,CO,MFE,IAH,11:15:00,-6,0,856567
179,1998,4,11,1,11,19704,CO,MFE,IAH,11:15:00,-6,0,856573
180,1998,4,11,6,19,19704,CO,MFE,IAH,19:40:00,-5,0,856585
181,1998,4,11,6,19,19704,CO,MFE,IAH,19:40:00,-5,0,856591
182,1998,4,11,5,17,19704,CO,MFE,IAH,17:01:00,3,0,856604
183,1998,4,11,7,17,19704,CO,MFE,IAH,17:01:00,13,0,856620
184,1998,4,11,4,17,19704,CO,MFE,IAH,17:01:00,-2,0,856624
185,1998,4,11,5,13,19704,CO,MFE,IAH,13:48:00,-4,0,856651
186,1998,4,11,6,11,19704,CO,MFE,IAH,11:15:00,-3,0,856657
187,1998,4,11,4,13,19704,CO,MFE,IAH,13:48:00,20,1,856690
188,1998,4,12,4,18,19790,DL,ROC,ATL,18:05:00,14,0,919313
189,1998,4,12,4,17,20355,US,ROC,BOS,17:30:00,102,1,944531
190,1998,4,12,3,17,20355,US,ROC,BOS,17:30:00,112,1,944536
191,1998,4,12,1,17,20355,US,ROC,BOS,17:30:00,44,1,944539
192,1998,4,12,3,17,20355,US,ROC,BOS,17:30:00,115,1,944541
193,1998,4,12,6,19,19977,UA,ROC,BUF,19:05:00,-9,0,947893
194,1998,4,12,6,19,19977,UA,ROC,BUF,19:15:00,-10,0,947914
195,1998,4,12,1,19,19977,UA,ROC,BUF,19:15:00,-1,0,947916
196,1998,4,12,2,19,19977,UA,ROC,BUF,19:15:00,-1,0,947917
197,1998,4,12,2,17,20355,US,ROC,DCA,17:20:00,14,0,997090
198,1998,4,12,7,17,20355,US,ROC,DCA,17:20:00,62,1,997095
199,1998,4,12,1,17,20355,US,ROC,DCA,17:20:00,2,0,997103
200,1998,4,12,6,17,20355,US,ROC,DCA,17:20:00,5,0,997107
201,1998,4,12,3,17,20355,US,ROC,DCA,17:20:00,74,1,997111
202,1998,4,12,5,12,20355,US,ROC,DCA,12:10:00,9,0,997146
203,1998,4,12,5,12,20355,US,ROC,DCA,12:10:00,-3,0,997158
204,1998,4,12,7,12,20355,US,ROC,DCA,12:10:00,-6,0,997159
205,1998,4,12,6,13,19977,UA,MTJ,DEN,13:08:00,4,0,1004277
206,1998,4,12,4,13,19977,UA,MTJ,DEN,13:08:00,47,1,1004282
207,1998,4,12,3,16,20355,US,ROC,PIT,16:01:00,-4,0,1031781
208,1998,4,12,7,16,20355,US,ROC,PIT,16:01:00,-2,0,1031790
209,1998,4,12,1,16,20355,US,ROC,PIT,16:01:00,8,0,1031797
210,1998,4,12,7,16,20355,US,ROC,PIT,16:01:00,14,0,1031802
211,1998,4,12,4,18,20355,US,ROC,PIT,18:29:00,3,0,1031847
212,1998,4,12,6,18,20355,US,ROC,PIT,18:29:00,4,0,1031856
213,1998,4,12,6,12,20355,US,ROC,PIT,12:10:00,12,0,1031871
214,1998,4,12,4,12,20355,US,ROC,PIT,12:10:00,21,1,1031874
215,1998,4,12,3,10,20355,US,ROC,PIT,10:00:00,-1,0,1031889
216,1998,4,12,2,20,19790,DL,ROC,SYR,20:20:00,10,0,1112633
217,1998,4,12,1,20,19790,DL,ROC,SYR,20:20:00,-15,0,1112646
218,1998,4,12,2,13,19790,DL,ROC,SYR,13:00:00,-8,0,1112684
219,1998,4,12,2,13,20355,US,ROC,LGA,13:00:00,26,1,1132500
220,1998,4,12,2,13,20355,US,ROC,LGA,13:00:00,15,1,1132505
221,1998,4,12,4,16,20355,US,ROC,LGA,16:30:00,17,1,1132516
222,1998,4,12,2,16,20355,US,ROC,LGA,16:30:00,7,0,1132521
223,1998,4,12,5,14,19790,DL,ROC,MCO,14:40:00,0,0,1148108
224,1998,4,12,7,14,19790,DL,ROC,MCO,14:40:00,-4,0,1148117
225,1998,4,12,4,14,19790,DL,ROC,MCO,14:40:00,-6,0,1148121
226,1998,4,12,1,14,19790,DL,ROC,MCO,14:40:00,5,0,1148125
227,1998,4,12,4,14,20355,US,ROC,MCO,14:50:00,-4,0,1148193
228,1998,4,12,6,14,20355,US,ROC,MCO,14:50:00,67,1,1148195
229,1998,4,12,1,14,20355,US,ROC,MCO,14:50:00,9,0,1148204
230,1998,4,12,4,14,20355,US,ROC,MCO,14:50:00,,,1148207
231,1998,4,12,1,14,20355,US,ROC,MCO,14:50:00,30,1,1148211
232,1998,4,12,7,10,19805,AA,ROC,ORD,10:01:00,-2,0,1214642
233,1998,4,12,1,10,19805,AA,ROC,ORD,10:03:00,-8,0,1214675
234,1998,4,12,5,10,19805,AA,ROC,ORD,10:03:00,-5,0,1214679
235,1998,4,12,1,10,19805,AA,ROC,ORD,10:03:00,-3,0,1214681
236,1998,4,12,4,10,19805,AA,ROC,ORD,10:03:00,-3,0,1214684
237,1998,4,12,3,16,19805,AA,ROC,ORD,16:58:00,0,0,1214715
238,1998,4,12,2,20,19805,AA,ROC,ORD,20:00:00,-2,0,1214780
239,1998,4,12,7,17,19977,UA,ROC,ORD,17:25:00,1,0,1214795
240,1998,4,12,4,17,19977,UA,ROC,ORD,17:25:00,-3,0,1214804
241,1998,4,12,7,10,19977,UA,ROC,ORD,10:50:00,-4,0,1214817
242,1998,4,12,3,17,19977,UA,ROC,ORD,17:25:00,-2,0,1214851
243,1998,4,12,6,17,19977,UA,ROC,ORD,17:25:00,-3,0,1214861
244,1998,4,12,3,14,19977,UA,ROC,ORD,14:05:00,-5,0,1214865
245,1998,4,12,4,11,19977,UA,ROC,ORD,11:00:00,8,0,1214912
246,1998,4,12,3,11,19977,UA,ROC,ORD,11:00:00,26,1,1214918
247,1998,4,12,2,14,19977,UA,ROC,ORD,14:00:00,-3,0,1214920
248,1998,4,12,3,14,19977,UA,ROC,ORD,14:00:00,-2,0,1214928
249,1998,4,12,5,14,19977,UA,ROC,ORD,14:00:00,1,0,1214930
250,1998,4,12,2,15,20355,US,ROC,PHL,15:35:00,26,1,1235738
251,1998,4,12,7,15,20355,US,ROC,PHL,15:35:00,-2,0,1235743
252,1998,4,12,4,15,20355,US,ROC,PHL,15:35:00,192,1,1235754
253,1998,4,12,1,15,20355,US,ROC,PHL,15:35:00,20,1,1235758
254,1998,4,12,4,15,20355,US,ROC,PHL,15:35:00,6,0,1235761
255,1998,4,12,4,19,20355,US,ROC,PHL,19:15:00,1,0,1235833
256,1998,4,12,2,19,20355,US,ROC,PHL,19:15:00,,,1235848
257,1998,4,12,1,11,20355,US,ROC,PHL,11:44:00,3,0,1235862
258,1998,4,12,2,11,20355,US,ROC,PHL,11:44:00,57,1,1235877
259,1998,4,12,3,17,19805,AA,MFE,DFW,17:54:00,,,1248413
260,1998,4,12,4,10,19386,NW,ROC,DTW,10:15:00,14,0,1268928
261,1998,4,12,5,10,19386,NW,ROC,DTW,10:15:00,7,0,1268929
262,1998,4,12,3,10,19386,NW,ROC,DTW,10:20:00,10,0,1268960
263,1998,4,12,4,10,19386,NW,ROC,DTW,10:20:00,-2,0,1268968
264,1998,4,12,2,15,19386,NW,ROC,DTW,15:18:00,6,0,1269000
265,1998,4,12,3,15,19386,NW,ROC,DTW,15:18:00,-4,0,1269008
266,1998,4,12,4,15,19386,NW,ROC,DTW,15:18:00,-1,0,1269017
267,1998,4,12,1,15,19977,UA,ROC,IAD,15:00:00,-1,0,1303788
268,1998,4,12,5,15,19977,UA,ROC,IAD,15:00:00,1,0,1303799
269,1998,4,12,3,17,19704,CO,MFE,IAH,17:03:00,36,1,1310532
270,1998,4,12,6,17,19704,CO,MFE,IAH,17:03:00,-4,0,1310535
271,1998,4,12,5,19,19704,CO,MFE,IAH,19:40:00,-2,0,1310576
272,1998,4,12,6,19,19704,CO,MFE,IAH,19:40:00,6,0,1310583
273,1998,4,12,3,19,19704,CO,MFE,IAH,19:40:00,15,1,1310586
274,1998,4,12,2,13,19704,CO,MFE,IAH,13:48:00,-4,0,1310607
275,1998,4,12,4,11,19704,CO,MFE,IAH,11:28:00,-2,0,1310637
276,1998,4,12,5,13,19704,CO,MFE,IAH,13:42:00,5,0,1310674
277,1998,4,12,5,13,19704,CO,MFE,IAH,13:42:00,-2,0,1310681
278,1998,4,12,2,13,19704,CO,MFE,IAH,13:42:00,4,0,1310685
279,1998,4,12,2,14,19704,CO,MTJ,IAH,14:35:00,-7,0,1311504
280,1998,4,12,7,14,19704,CO,MTJ,IAH,14:35:00,-3,0,1311509
281,1998,4,12,2,14,19704,CO,MTJ,IAH,14:35:00,-1,0,1311518
282,1998,1,2,5,17,19790,DL,ROC,ATL,17:40:00,-3,0,1371829
283,1998,1,2,6,17,19790,DL,ROC,ATL,17:40:00,-7,0,1371830
284,1998,1,2,3,17,19790,DL,ROC,ATL,17:40:00,-3,0,1371834
285,1998,1,2,5,17,19790,DL,ROC,ATL,17:40:00,20,1,1371836
286,1998,1,2,1,17,19790,DL,ROC,ATL,17:40:00,13,0,1371839
287,1998,1,2,3,17,19790,DL,ROC,ATL,17:40:00,0,0,1371848
288,1998,1,2,6,17,19790,DL,ROC,ATL,17:40:00,-2,0,1371851
289,1998,1,2,7,17,20355,US,ROC,BOS,17:45:00,-6,0,1393839
290,1998,1,2,3,17,20355,US,ROC,BOS,17:45:00,21,1,1393842
291,1998,1,2,6,19,19977,UA,ROC,BUF,19:05:00,-10,0,1396775
292,1998,1,2,6,19,19977,UA,ROC,BUF,19:05:00,-14,0,1396782
293,1998,1,2,2,19,19977,UA,ROC,BUF,19:05:00,,,1396785
294,1998,1,2,3,19,19977,UA,ROC,BUF,19:05:00,-1,0,1396793
295,1998,1,2,5,11,20355,US,ROC,CLT,11:05:00,2,0,1418684
296,1998,1,2,3,11,20355,US,ROC,CLT,11:10:00,39,1,1418696
297,1998,1,2,5,11,20355,US,ROC,CLT,11:10:00,21,1,1418705
298,1998,1,2,1,17,20355,US,ROC,DCA,17:25:00,1,0,1441455
299,1998,1,2,2,17,20355,US,ROC,DCA,17:25:00,6,0,1441470
300,1998,1,2,1,11,20355,US,ROC,DCA,11:55:00,-4,0,1441494
301,1998,1,2,3,11,20355,US,ROC,DCA,11:55:00,-3,0,1441496
302,1998,1,2,7,13,19977,UA,MTJ,DEN,13:18:00,-4,0,1448045
303,1998,1,2,7,18,20355,US,ROC,PIT,18:19:00,-2,0,1472995
304,1998,1,2,2,18,20355,US,ROC,PIT,18:19:00,52,1,1473018
305,1998,1,2,4,18,20355,US,ROC,PIT,18:19:00,44,1,1473020
306,1998,1,2,2,10,20355,US,ROC,PIT,10:00:00,-3,0,1473032
307,1998,1,2,7,19,19790,DL,ROC,SYR,19:55:00,49,1,1547494
308,1998,1,2,1,19,19790,DL,ROC,SYR,19:55:00,3,0,1547509
309,1998,1,2,2,19,19790,DL,ROC,SYR,19:55:00,5,0,1547510
310,1998,1,2,1,12,19790,DL,ROC,SYR,12:35:00,-5,0,1547523
311,1998,1,2,4,12,19790,DL,ROC,SYR,12:35:00,2,0,1547540
312,1998,1,2,5,12,19790,DL,ROC,SYR,12:35:00,-5,0,1547541
313,1998,1,2,1,12,19790,DL,ROC,SYR,12:35:00,-6,0,1547544
314,1998,1,2,1,16,20355,US,ROC,LGA,16:55:00,-3,0,1565034
315,1998,1,2,1,16,20355,US,ROC,LGA,16:55:00,-3,0,1565041
316,1998,1,2,5,16,20355,US,ROC,LGA,16:35:00,1,0,1565045
317,1998,1,2,2,16,20355,US,ROC,LGA,16:35:00,24,1,1565056
318,1998,1,2,7,12,19977,UA,MTJ,ORD,12:20:00,-5,0,1635615
319,1998,1,2,3,16,19805,AA,ROC,ORD,16:52:00,126,1,1638569
320,1998,1,2,6,16,19805,AA,ROC,ORD,16:52:00,-8,0,1638572
321,1998,1,2,4,19,19805,AA,ROC,ORD,19:59:00,-2,0,1638591
322,1998,1,2,1,19,19805,AA,ROC,ORD,19:59:00,53,1,1638605
323,1998,1,2,1,10,19805,AA,ROC,ORD,10:14:00,2,0,1638618
324,1998,1,2,2,10,19805,AA,ROC,ORD,10:14:00,-1,0,1638633
325,1998,1,2,4,13,19805,AA,ROC,ORD,13:25:00,-2,0,1638642
326,1998,1,2,3,13,19805,AA,ROC,ORD,13:25:00,-7,0,1638655
327,1998,1,2,3,13,19805,AA,ROC,ORD,13:25:00,-1,0,1638662
328,1998,1,2,4,13,19805,AA,ROC,ORD,13:25:00,-2,0,1638663
329,1998,1,2,5,16,19977,UA,ROC,ORD,16:53:00,2,0,1638696
330,1998,1,2,4,16,19977,UA,ROC,ORD,16:53:00,-3,0,1638702
331,1998,1,2,3,14,19977,UA,ROC,ORD,14:00:00,101,1,1638719
332,1998,1,2,4,14,19977,UA,ROC,ORD,14:00:00,-4,0,1638727
333,1998,1,2,6,14,19977,UA,ROC,ORD,14:00:00,0,0,1638736
334,1998,1,2,2,10,19977,UA,ROC,ORD,10:55:00,-3,0,1638764
335,1998,1,2,5,10,19977,UA,ROC,ORD,10:55:00,-3,0,1638767
336,1998,1,2,1,10,19977,UA,ROC,ORD,10:55:00,,,1638770
337,1998,1,2,1,10,19977,UA,ROC,ORD,10:55:00,-5,0,1638777
338,1998,1,2,2,10,19977,UA,ROC,ORD,10:55:00,-3,0,1638778
339,1998,1,2,6,10,19977,UA,ROC,ORD,10:55:00,-2,0,1638789
340,1998,1,2,7,17,19977,UA,ROC,ORD,17:20:00,-2,0,1638790
341,1998,1,2,5,17,19977,UA,ROC,ORD,17:20:00,-3,0,1638795
342,1998,1,2,2,15,20355,US,ROC,PHL,15:30:00,0,0,1657595
343,1998,1,2,7,15,20355,US,ROC,PHL,15:30:00,3,0,1657600
