fid,yyear,quarter,month,dayofweek,hour,carrierid,carrier,airport,dest,crsdeptime,depdelay,depdel15,wid
6953,2004,3,7,1,12,20417,OH,ROC,ATL,12:29:00,0,0,32735938
6954,2004,3,7,6,13,20417,OH,ROC,CVG,13:40:00,60,1,32740927
6955,2004,3,7,6,16,20417,OH,ROC,CVG,16:40:00,35,1,32741294
6956,2004,3,7,1,10,20304,OO,MTJ,DEN,10:30:00,0,0,32747482
6957,2004,3,7,1,16,20304,OO,MTJ,DEN,16:10:00,25,1,32747488
6958,2004,3,7,2,12,20304,OO,MTJ,DEN,12:45:00,0,0,32748741
6959,2004,3,7,2,12,20304,OO,MTJ,DEN,12:45:00,5,0,32758042
6960,2004,3,7,5,10,20304,OO,MTJ,DEN,10:08:00,20,1,32762048
6961,2004,3,7,1,13,20304,OO,MTJ,DEN,13:41:00,0,0,32775350
6962,2004,3,7,4,16,20304,OO,MTJ,DEN,16:05:00,0,0,32779295
6963,2004,3,7,5,16,20304,OO,MTJ,DEN,16:05:00,63,1,32780635
6964,2004,3,7,1,18,20374,RU,ROC,CLE,18:44:00,1,0,32783739
6965,2004,3,7,7,18,20374,RU,ROC,EWR,18:00:00,-1,0,32783809
6966,2004,3,7,5,18,20374,RU,ROC,CLE,18:44:00,140,1,32785518
6967,2004,3,7,2,10,20374,RU,ROC,EWR,10:08:00,69,1,32786308
6968,2004,3,7,3,18,20374,RU,ROC,EWR,18:00:00,,,32786616
6969,2004,3,7,2,14,20374,RU,ROC,CLE,14:45:00,2,0,32788953
6970,2004,3,7,7,16,20374,RU,ROC,EWR,16:53:00,-8,0,32790920
6971,2004,3,7,2,18,20374,RU,ROC,CLE,18:44:00,-3,0,32792157
6972,2004,3,7,4,18,20374,RU,ROC,EWR,18:00:00,114,1,32795061
6973,2004,3,7,5,11,20374,RU,MTJ,IAH,11:20:00,-1,0,32795727
6974,2004,3,7,4,16,20374,RU,ROC,EWR,16:53:00,-5,0,32796120
6975,2004,3,7,5,18,20374,RU,ROC,EWR,18:00:00,29,1,32799432
6976,2004,3,7,1,14,20374,RU,ROC,CLE,14:45:00,51,1,32799450
6977,2004,3,7,5,18,20374,RU,ROC,EWR,18:00:00,-10,0,32800911
6978,2004,3,7,3,12,20374,RU,ROC,EWR,12:55:00,-7,0,32801144
6979,2004,3,7,7,12,20374,RU,ROC,EWR,12:55:00,-1,0,32801248
6980,2004,3,7,5,16,20374,RU,ROC,EWR,16:53:00,22,1,32806335
6981,2004,3,7,1,14,20374,RU,ROC,CLE,14:45:00,-9,0,32806857
6982,2004,3,7,2,12,20374,RU,ROC,EWR,12:55:00,52,1,32807627
6983,2004,3,7,5,10,20374,RU,ROC,EWR,10:08:00,7,0,32808718
6984,2004,3,7,4,18,20374,RU,ROC,EWR,18:00:00,,,32810164
6985,2004,3,7,3,18,20374,RU,ROC,CLE,18:44:00,-9,0,32810220
6986,2004,3,7,5,14,20374,RU,ROC,CLE,14:45:00,10,0,32812514
6987,2004,3,7,4,11,20437,FL,ROC,ATL,11:03:00,16,1,32896769
6988,2004,3,7,1,18,20437,FL,ROC,ATL,18:05:00,33,1,32898566
6989,2004,3,7,3,11,20437,FL,ROC,ATL,11:03:00,-4,0,32899500
6990,2004,3,7,5,11,20437,FL,ROC,ATL,11:03:00,0,0,32900444
6991,2004,3,7,7,17,20437,FL,ROC,BWI,17:15:00,-5,0,32901377
6992,2004,3,7,7,13,20437,FL,ROC,BWI,13:36:00,-8,0,32901378
6993,2004,3,7,2,11,20437,FL,ROC,ATL,11:03:00,0,0,32902303
6994,2004,3,7,3,17,20437,FL,ROC,BWI,17:15:00,37,1,32902775
6995,2004,3,7,4,11,20437,FL,ROC,ATL,11:03:00,5,0,32903242
6996,2004,3,7,5,13,20437,FL,ROC,BWI,13:36:00,0,0,32903721
6997,2004,3,7,6,18,20437,FL,ROC,ATL,18:05:00,16,1,32904182
6998,2004,3,7,7,11,20437,FL,ROC,ATL,11:03:00,-2,0,32907916
6999,2004,3,7,2,18,20437,FL,ROC,ATL,18:05:00,14,0,32908847
7000,2004,3,7,4,11,20437,FL,ROC,ATL,11:03:00,-8,0,32909786
7001,2004,3,7,5,17,20437,FL,ROC,BWI,17:15:00,0,0,32910263
7002,2004,3,7,6,16,20398,MQ,ROC,ORD,16:28:00,10,0,32958744
7003,2004,3,7,6,16,20398,MQ,ROC,ORD,16:28:00,5,0,32958765
7004,2004,3,7,6,10,20398,MQ,ROC,ORD,10:36:00,7,0,32959129
7005,2004,3,7,4,10,20398,MQ,ROC,ORD,10:36:00,0,0,32959141
7006,2004,3,7,3,10,20398,MQ,ROC,ORD,10:36:00,78,1,32959147
7007,2004,3,7,7,10,20398,MQ,ROC,ORD,10:36:00,-7,0,32959151
7008,2004,3,7,1,18,20398,MQ,ROC,ORD,18:46:00,0,0,32959175
7009,2004,3,7,4,18,20398,MQ,ROC,ORD,18:46:00,-7,0,32959185
7010,2004,3,7,6,18,20398,MQ,ROC,ORD,18:46:00,18,1,32959187
7011,2004,3,7,6,14,20398,MQ,ROC,ORD,14:30:00,39,1,32964213
7012,2004,3,7,2,14,20398,MQ,ROC,ORD,14:30:00,60,1,32964216
7013,2004,3,7,5,14,20398,MQ,ROC,ORD,14:30:00,50,1,32964219
7014,2004,3,7,6,14,20398,MQ,ROC,ORD,14:30:00,46,1,32964241
7015,2004,3,8,4,19,19386,NW,ROC,DTW,19:12:00,-13,0,33009008
7016,2004,3,8,1,19,19386,NW,ROC,DTW,19:12:00,-8,0,33009023
7017,2004,3,8,2,19,19386,NW,ROC,DTW,19:12:00,-11,0,33009030
7018,2004,3,8,3,11,20417,OH,ROC,ATL,11:15:00,-3,0,33016900
7019,2004,3,8,1,11,20417,OH,ROC,ATL,11:15:00,-3,0,33016912
7020,2004,3,8,5,11,20417,OH,ROC,ATL,11:15:00,-5,0,33016915
7021,2004,3,8,1,13,20417,OH,ROC,CVG,13:40:00,0,0,33016984
7022,2004,3,8,3,13,20417,OH,ROC,CVG,13:40:00,0,0,33016985
7023,2004,3,8,7,13,20417,OH,ROC,CVG,13:40:00,0,0,33016990
7024,2004,3,8,4,13,20417,OH,ROC,CVG,13:40:00,0,0,33016995
7025,2004,3,8,6,13,20417,OH,ROC,CVG,13:40:00,10,0,33017001
7026,2004,3,8,2,18,20417,OH,ROC,ATL,18:36:00,-2,0,33017028
7027,2004,3,8,6,18,20417,OH,ROC,ATL,18:36:00,16,1,33017055
7028,2004,3,8,2,12,20417,OH,ROC,ATL,12:29:00,-10,0,33017921
7029,2004,3,8,2,12,20417,OH,ROC,ATL,12:29:00,-7,0,33017957
7030,2004,3,8,5,12,20417,OH,ROC,ATL,12:29:00,-5,0,33017965
7031,2004,3,8,7,13,20417,OH,ROC,ATL,13:55:00,0,0,33028948
7032,2004,3,8,5,13,20417,OH,ROC,ATL,13:55:00,0,0,33028950
7033,2004,3,8,3,13,20417,OH,ROC,ATL,13:55:00,20,1,33028971
7034,2004,3,8,2,13,20417,OH,ROC,ATL,13:55:00,34,1,33028973
7035,2004,3,8,3,13,20417,OH,ROC,ATL,13:55:00,50,1,33028974
7036,2004,3,8,6,16,20417,OH,ROC,CVG,16:40:00,-5,0,33029011
7037,2004,3,8,4,16,20417,OH,ROC,CVG,16:40:00,14,0,33029035
7038,2004,3,8,7,16,20417,OH,ROC,CVG,16:40:00,40,1,33029039
7039,2004,3,8,7,17,20417,OH,ROC,ATL,17:25:00,0,0,33029076
7040,2004,3,8,7,12,20304,OO,MTJ,DEN,12:45:00,-7,0,33048083
7041,2004,3,8,7,13,20304,OO,MTJ,DEN,13:41:00,-6,0,33048134
7042,2004,3,8,2,10,20304,OO,MTJ,DEN,10:08:00,1,0,33050746
7043,2004,3,8,3,19,20304,OO,MTJ,DEN,19:04:00,-10,0,33052077
7044,2004,3,8,3,14,20304,OO,ROC,ORD,14:07:00,,,33052436
7045,2004,3,8,6,10,20304,OO,ROC,ORD,10:14:00,23,1,33056495
7046,2004,3,8,3,14,20304,OO,ROC,ORD,14:07:00,0,0,33061955
7047,2004,3,8,5,10,20304,OO,ROC,ORD,10:14:00,7,0,33064682
7048,2004,3,8,5,14,20304,OO,ROC,ORD,14:07:00,-9,0,33064696
7049,2004,3,8,2,12,20304,OO,ROC,ORD,12:50:00,0,0,33070102
7050,2004,3,8,3,10,20304,OO,MTJ,DEN,10:03:00,8,0,33071101
7051,2004,3,8,3,12,20304,OO,MTJ,DEN,12:50:00,-6,0,33071103
7052,2004,3,8,3,10,20304,OO,ROC,ORD,10:14:00,0,0,33071455
7053,2004,3,8,6,12,20304,OO,MTJ,DEN,12:50:00,-10,0,33075186
7054,2004,3,8,6,10,20304,OO,ROC,ORD,10:14:00,-3,0,33075526
7055,2004,3,8,7,12,20304,OO,ROC,ORD,12:50:00,0,0,33076887
7056,2004,3,8,7,14,20304,OO,ROC,ORD,14:07:00,0,0,33076889
7057,2004,3,8,1,10,20304,OO,MTJ,DEN,10:03:00,4,0,33077891
7058,2004,3,8,1,19,20304,OO,MTJ,DEN,19:04:00,-10,0,33077895
7059,2004,3,8,1,16,20304,OO,MTJ,DEN,16:04:00,-8,0,33077900
7060,2004,3,8,2,12,20304,OO,ROC,ORD,12:50:00,32,1,33079635
7061,2004,3,8,2,14,20304,OO,ROC,ORD,14:07:00,94,1,33079637
7062,2004,3,8,3,12,20304,OO,MTJ,DEN,12:50:00,,,33080642
7063,2004,3,8,4,10,20304,OO,MTJ,DEN,10:03:00,-3,0,33081996
7064,2004,3,8,5,10,20304,OO,MTJ,DEN,10:03:00,12,0,33083366
7065,2004,3,8,6,10,20304,OO,MTJ,DEN,10:03:00,-5,0,33084710
7066,2004,3,8,7,16,20304,OO,MTJ,DEN,16:04:00,-16,0,33086052
7067,2004,3,8,2,19,20304,OO,MTJ,DEN,19:04:00,58,1,33088778
7068,2004,3,8,2,14,20304,OO,ROC,ORD,14:07:00,-5,0,33089138
7069,2004,3,8,4,10,20374,RU,ROC,EWR,10:08:00,-10,0,33089515
7070,2004,3,8,3,13,20374,RU,MFE,IAH,13:40:00,0,0,33090533
7071,2004,3,8,7,18,20374,RU,ROC,EWR,18:00:00,45,1,33092415
7072,2004,3,8,7,16,20374,RU,ROC,EWR,16:53:00,31,1,33093046
7073,2004,3,8,3,16,20374,RU,ROC,EWR,16:53:00,-10,0,33096096
7074,2004,3,8,2,11,20374,RU,MTJ,IAH,11:25:00,-3,0,33097012
7075,2004,3,8,3,11,20374,RU,MTJ,IAH,11:25:00,0,0,33098707
7076,2004,3,8,1,10,20374,RU,ROC,EWR,10:08:00,-3,0,33099028
7077,2004,3,8,1,12,20374,RU,ROC,EWR,12:55:00,-6,0,33100512
7078,2004,3,8,7,12,20374,RU,ROC,EWR,12:55:00,-8,0,33101359
7079,2004,3,8,7,18,20374,RU,ROC,CLE,18:44:00,16,1,33105475
7080,2004,3,8,7,16,20374,RU,ROC,EWR,16:53:00,26,1,33105700
7081,2004,3,8,7,18,20374,RU,ROC,CLE,18:44:00,31,1,33105868
7082,2004,3,8,1,14,20374,RU,ROC,CLE,14:45:00,0,0,33108131
7083,2004,3,8,2,18,20374,RU,ROC,EWR,18:00:00,-18,0,33108174
7084,2004,3,8,5,10,20374,RU,ROC,EWR,10:08:00,-7,0,33108302
7085,2004,3,8,5,12,20374,RU,ROC,EWR,12:55:00,4,0,33109198
7086,2004,3,8,4,10,20374,RU,ROC,EWR,10:08:00,-5,0,33111957
7087,2004,3,8,4,14,20374,RU,ROC,CLE,14:45:00,10,0,33113568
7088,2004,3,8,2,11,20374,RU,MTJ,IAH,11:25:00,-6,0,33113723
7089,2004,3,8,2,18,20374,RU,ROC,EWR,18:00:00,21,1,33113893
7090,2004,3,8,6,11,20374,RU,MTJ,IAH,11:25:00,-9,0,33115693
7091,2004,3,8,4,14,20374,RU,ROC,CLE,14:45:00,-12,0,33117842
7092,2004,3,8,4,10,20374,RU,ROC,EWR,10:08:00,13,0,33120092
7093,2004,3,8,3,13,20374,RU,MFE,IAH,13:40:00,5,0,33120499
7094,2004,3,8,7,18,20374,RU,ROC,EWR,18:00:00,-2,0,33121801
7095,2004,3,8,1,17,19977,UA,ROC,ORD,17:05:00,7,0,33170140
7096,2004,3,8,4,17,19977,UA,ROC,ORD,17:05:00,6,0,33171168
7097,2004,3,8,2,17,19977,UA,ROC,ORD,17:05:00,59,1,33171173
7098,2004,3,8,1,17,19977,UA,ROC,ORD,17:05:00,0,0,33171179
7099,2004,3,8,5,17,20355,US,ROC,PHL,17:50:00,-5,0,33200622
7100,2004,3,8,1,15,20355,US,ROC,PHL,15:15:00,-4,0,33211005
7101,2004,3,8,7,18,19805,AA,MFE,DFW,18:22:00,99,1,33332348
7102,2004,3,8,4,12,19805,AA,MFE,DFW,12:28:00,-3,0,33333326
7103,2004,3,8,5,12,19805,AA,MFE,DFW,12:28:00,-3,0,33333333
7104,2004,3,8,2,12,19805,AA,MFE,DFW,12:28:00,-6,0,33333342
7105,2004,3,8,2,17,20409,B6,ROC,JFK,17:10:00,19,1,33377749
7106,2004,3,8,3,19,20409,B6,ROC,JFK,19:15:00,-4,0,33378001
7107,2004,3,8,2,11,20409,B6,ROC,JFK,11:15:00,16,1,33379507
7108,2004,3,8,1,17,20409,B6,ROC,JFK,17:10:00,25,1,33381026
7109,2004,3,8,2,11,20409,B6,ROC,JFK,11:15:00,28,1,33381276
7110,2004,3,8,3,19,20409,B6,ROC,JFK,19:15:00,29,1,33381533
7111,2004,3,8,4,11,20409,B6,ROC,JFK,11:15:00,25,1,33381782
7112,2004,3,8,4,17,20409,B6,ROC,JFK,17:10:00,-6,0,33381784
7113,2004,3,8,2,17,20409,B6,ROC,JFK,17:10:00,6,0,33383040
7114,2004,3,8,3,19,20409,B6,ROC,JFK,19:15:00,-7,0,33383290
7115,2004,3,8,4,11,20409,B6,ROC,JFK,11:15:00,1,0,33383543
7116,2004,3,8,5,13,19704,CO,MFE,IAH,13:40:00,-4,0,33385521
7117,2004,3,8,7,11,19704,CO,MFE,IAH,11:20:00,-7,0,33385549
7118,2004,3,8,7,13,19704,CO,MFE,IAH,13:40:00,-5,0,33389390
7119,2004,3,8,6,11,19704,CO,MFE,IAH,11:20:00,-10,0,33390355
7120,2004,3,8,3,11,19704,CO,MFE,IAH,11:20:00,-2,0,33394419
7121,2004,3,8,5,16,19704,CO,MFE,IAH,16:32:00,-10,0,33397756
7122,2004,3,8,6,16,19704,CO,MFE,IAH,16:32:00,-7,0,33400047
7123,2004,3,8,7,16,19704,CO,MFE,IAH,16:32:00,-7,0,33410291
7124,2004,3,8,1,14,20404,DH,ROC,IAD,14:40:00,-7,0,33411474
7125,2004,3,8,2,19,20404,DH,ROC,IAD,19:30:00,-1,0,33412883
7126,2004,3,8,3,14,20404,DH,ROC,IAD,14:40:00,-11,0,33413182
7127,2004,3,8,3,16,20404,DH,ROC,IAD,16:35:00,0,0,33413183
7128,2004,3,8,4,18,20404,DH,ROC,IAD,18:35:00,-14,0,33413869
7129,2004,3,8,5,14,20404,DH,ROC,IAD,14:40:00,-8,0,33414550
7130,2004,3,8,6,19,20404,DH,ROC,IAD,19:45:00,-6,0,33415235
7131,2004,3,8,1,18,20404,DH,ROC,IAD,18:35:00,-7,0,33416573
7132,2004,3,8,6,10,20404,DH,ROC,IAD,10:15:00,-2,0,33420002
7133,2004,3,8,6,18,20404,DH,ROC,IAD,18:35:00,,,33420006
7134,2004,3,8,6,19,20404,DH,ROC,IAD,19:45:00,-10,0,33420007
7135,2004,3,8,1,19,20404,DH,ROC,IAD,19:45:00,-7,0,33421443
7136,2004,3,8,2,12,20404,DH,ROC,IAD,12:35:00,-5,0,33422185
7137,2004,3,8,3,10,20404,DH,ROC,IAD,10:15:00,-2,0,33422936
7138,2004,3,8,5,19,20404,DH,ROC,IAD,19:45:00,4,0,33424448
7139,2004,3,8,7,12,20404,DH,ROC,IAD,12:35:00,-10,0,33425931
7140,2004,3,8,7,16,20404,DH,ROC,IAD,16:35:00,-16,0,33425933
7141,2004,3,8,1,19,20404,DH,ROC,IAD,19:45:00,-10,0,33426703
7142,2004,3,8,4,10,20404,DH,ROC,IAD,10:15:00,-6,0,33429142
7143,2004,3,8,5,19,20404,DH,ROC,IAD,19:45:00,-12,0,33429966
7144,2004,3,8,6,12,20404,DH,ROC,IAD,12:35:00,-14,0,33430777
7145,2004,3,8,6,14,20404,DH,ROC,IAD,14:40:00,108,1,33430778
7146,2004,3,8,1,18,20404,DH,ROC,IAD,18:35:00,,,33432376
7147,2004,3,8,2,18,20404,DH,ROC,IAD,18:35:00,0,0,33433191
7148,2004,3,8,7,17,20437,FL,ROC,BWI,17:15:00,12,0,33517206
7149,2004,3,8,4,18,20437,FL,ROC,ATL,18:05:00,13,0,33519096
7150,2004,3,8,7,17,20437,FL,ROC,BWI,17:15:00,-7,0,33523838
7151,2004,3,8,1,17,20437,FL,ROC,BWI,17:15:00,-8,0,33524312
7152,2004,3,8,4,17,20437,FL,ROC,BWI,17:15:00,-7,0,33525734
7153,2004,3,8,5,13,20437,FL,ROC,BWI,13:36:00,-9,0,33526213
7154,2004,3,8,2,10,20437,FL,ROC,ATL,10:58:00,0,0,33528102
7155,2004,3,8,5,18,20437,FL,ROC,ATL,18:05:00,0,0,33529530
7156,2004,3,8,7,17,20437,FL,ROC,BWI,17:15:00,46,1,33530476
7157,2004,3,8,1,13,20437,FL,ROC,BWI,13:36:00,-9,0,33530953
7158,2004,3,8,7,16,20398,MQ,ROC,ORD,16:28:00,100,1,33579183
7159,2004,3,8,6,16,20398,MQ,ROC,ORD,16:28:00,0,0,33579189
7160,2004,3,8,5,16,20398,MQ,ROC,ORD,16:28:00,-7,0,33579195
7161,2004,3,8,3,16,20398,MQ,ROC,ORD,16:28:00,-10,0,33579200
7162,2004,3,8,2,16,20398,MQ,ROC,ORD,16:28:00,71,1,33579206
7163,2004,3,8,4,16,20398,MQ,ROC,ORD,16:28:00,-4,0,33579208
7164,2004,3,8,3,10,20398,MQ,ROC,ORD,10:36:00,15,1,33579584
7165,2004,3,8,3,10,20398,MQ,ROC,ORD,10:36:00,-7,0,33579598
7166,2004,3,8,1,10,20398,MQ,ROC,ORD,10:36:00,-9,0,33579603
7167,2004,3,8,2,18,20398,MQ,ROC,ORD,18:46:00,-7,0,33579614
7168,2004,3,8,4,18,20398,MQ,ROC,ORD,18:46:00,-6,0,33579630
7169,2004,3,8,7,18,20398,MQ,ROC,ORD,18:46:00,52,1,33579633
7170,2004,3,8,1,18,20398,MQ,ROC,ORD,18:46:00,7,0,33579641
7171,2004,3,8,7,14,20398,MQ,ROC,ORD,14:30:00,-3,0,33584834
7172,2004,3,8,1,14,20398,MQ,ROC,ORD,14:30:00,-10,0,33584849
7173,2004,3,9,7,18,19805,AA,MFE,DFW,18:24:00,-6,0,33651955
7174,2004,3,9,4,18,19805,AA,MFE,DFW,18:24:00,-4,0,33651971
7175,2004,3,9,5,12,19805,AA,MFE,DFW,12:28:00,-6,0,33653153
7176,2004,3,9,3,12,19805,AA,MFE,DFW,12:28:00,-7,0,33653158
7177,2004,3,9,6,12,19805,AA,MFE,DFW,12:28:00,11,0,33653168
7178,2004,3,9,2,12,19805,AA,MFE,DFW,12:28:00,-1,0,33653171
7179,2004,3,9,4,11,20409,B6,ROC,JFK,11:15:00,1,0,33681675
7180,2004,3,9,6,17,20409,B6,ROC,JFK,17:10:00,-10,0,33682144
7181,2004,3,9,5,19,20409,B6,ROC,JFK,19:15:00,-7,0,33683546
7182,2004,3,9,7,11,20409,B6,ROC,JFK,11:15:00,-3,0,33684001
7183,2004,3,9,7,17,20409,B6,ROC,JFK,17:10:00,-4,0,33684003
7184,2004,3,9,1,17,20409,B6,ROC,JFK,17:10:00,-9,0,33684232
7185,2004,3,9,2,17,20409,B6,ROC,JFK,17:10:00,-5,0,33684464
7186,2004,3,9,3,19,20409,B6,ROC,JFK,19:15:00,-8,0,33688118
7187,2004,3,9,4,19,20409,B6,ROC,JFK,19:15:00,-3,0,33688368
7188,2004,3,9,1,11,19704,CO,MFE,IAH,11:20:00,-7,0,33689759
7189,2004,3,9,7,16,19704,CO,MFE,IAH,16:32:00,-10,0,33701738
7190,2004,3,9,2,11,19704,CO,MFE,IAH,11:20:00,-5,0,33707349
7191,2004,3,9,7,16,19704,CO,MFE,IAH,16:32:00,-3,0,33707767
7192,2004,3,9,5,16,19704,CO,MFE,IAH,16:32:00,-6,0,33709759
7193,2004,3,9,5,18,20404,DH,ROC,IAD,18:35:00,-7,0,33713553
7194,2004,3,9,6,10,20404,DH,ROC,IAD,10:15:00,-10,0,33714344
7195,2004,3,9,6,19,20404,DH,ROC,IAD,19:45:00,-12,0,33714349
7196,2004,3,9,7,14,20404,DH,ROC,IAD,14:40:00,-4,0,33715104
7197,2004,3,9,2,19,20404,DH,ROC,IAD,19:45:00,18,1,33716651
7198,2004,3,9,4,10,20404,DH,ROC,IAD,10:15:00,-7,0,33718243
7199,2004,3,9,6,19,20404,DH,ROC,IAD,19:45:00,-3,0,33719834
7200,2004,3,9,7,19,20404,DH,ROC,IAD,19:45:00,-10,0,33720607
7201,2004,3,9,1,18,20404,DH,ROC,IAD,18:35:00,0,0,33721385
7202,2004,3,9,4,16,20404,DH,ROC,IAD,16:35:00,-16,0,33723795
7203,2004,3,9,5,14,20404,DH,ROC,IAD,14:40:00,27,1,33724600
7204,2004,3,9,4,12,20404,DH,ROC,IAD,12:35:00,-9,0,33729353
7205,2004,3,9,5,16,20404,DH,ROC,IAD,16:35:00,-1,0,33730149
7206,2004,3,9,7,19,20404,DH,ROC,IAD,19:45:00,11,0,33731713
7207,2004,3,9,1,19,20404,DH,ROC,IAD,19:45:00,18,1,33732489
7208,2004,3,9,2,12,20404,DH,ROC,IAD,12:35:00,12,0,33733274
7209,2004,3,9,3,18,20404,DH,ROC,IAD,18:35:00,-10,0,33734070
7210,2004,3,9,4,19,19386,NW,ROC,DTW,19:11:00,-9,0,33772642
7211,2004,3,9,3,19,19386,NW,ROC,DTW,19:11:00,-8,0,33772652
7212,2004,3,9,5,19,19386,NW,ROC,DTW,19:11:00,-8,0,33772654
7213,2004,3,9,1,19,19386,NW,ROC,DTW,19:11:00,-6,0,33772662
7214,2004,3,9,7,18,20417,OH,ROC,ATL,18:36:00,-6,0,33782104
7215,2004,3,9,6,13,20417,OH,ROC,ATL,13:55:00,-10,0,33782261
7216,2004,3,9,6,17,20417,OH,ROC,ATL,17:25:00,-10,0,33782583
7217,2004,3,9,4,13,20417,OH,ROC,ATL,13:55:00,-5,0,33782853
7218,2004,3,9,3,12,20417,OH,ROC,ATL,12:29:00,-2,0,33783754
7219,2004,3,9,6,12,20417,OH,ROC,ATL,12:29:00,-9,0,33784038
7220,2004,3,9,7,11,20417,OH,ROC,ATL,11:15:00,-4,0,33784334
7221,2004,3,9,4,13,20417,OH,ROC,CVG,13:40:00,0,0,33785625
7222,2004,3,9,4,18,20417,OH,ROC,ATL,18:36:00,-1,0,33785771
7223,2004,3,9,6,16,20417,OH,ROC,CVG,16:40:00,-5,0,33787445
7224,2004,3,9,2,18,20417,OH,ROC,ATL,18:36:00,-10,0,33788250
7225,2004,3,9,4,12,20417,OH,ROC,ATL,12:29:00,-10,0,33788703
7226,2004,3,9,6,18,20417,OH,ROC,ATL,18:36:00,6,0,33788969
7227,2004,3,9,4,13,20417,OH,ROC,ATL,13:55:00,-4,0,33791294
7228,2004,3,9,1,13,20417,OH,ROC,CVG,13:40:00,0,0,33792224
7229,2004,3,9,5,18,20417,OH,ROC,ATL,18:36:00,-5,0,33794440
7230,2004,3,9,2,16,20417,OH,ROC,CVG,16:40:00,-5,0,33795317
7231,2004,3,9,4,17,20417,OH,ROC,ATL,17:25:00,5,0,33796428
7232,2004,3,9,4,12,20417,OH,ROC,ATL,12:29:00,8,0,33798085
7233,2004,3,9,1,13,20417,OH,ROC,CVG,13:40:00,0,0,33798130
7234,2004,3,9,7,17,20417,OH,ROC,ATL,17:25:00,,,33800155
7235,2004,3,9,5,13,20417,OH,ROC,CVG,13:40:00,7,0,33801637
7236,2004,3,9,5,16,20417,OH,ROC,CVG,16:40:00,15,1,33803142
7237,2004,3,9,1,17,20417,OH,ROC,ATL,17:25:00,0,0,33806085
7238,2004,3,9,5,11,20417,OH,ROC,ATL,11:15:00,20,1,33808416
7239,2004,3,9,2,11,20417,OH,ROC,ATL,11:15:00,35,1,33810199
7240,2004,3,9,3,17,20417,OH,ROC,ATL,17:25:00,21,1,33811326
7241,2004,3,9,2,12,20417,OH,ROC,ATL,12:29:00,71,1,33811502
7242,2004,3,9,1,17,20417,OH,ROC,ATL,17:25:00,100,1,33811581
7243,2004,3,9,2,18,20417,OH,ROC,ATL,18:36:00,141,1,33812020
7244,2004,3,9,4,16,20304,OO,MTJ,DEN,16:04:00,0,0,33814321
7245,2004,3,9,1,12,20304,OO,ROC,ORD,12:50:00,-9,0,33819792
7246,2004,3,9,2,10,20304,OO,ROC,ORD,10:14:00,,,33821146
7247,2004,3,9,5,12,20304,OO,MTJ,DEN,12:41:00,8,0,33834577
7248,2004,3,9,1,18,20304,OO,MTJ,DEN,18:53:00,25,1,33838626
7249,2004,3,9,2,10,20304,OO,MTJ,DEN,10:08:00,,,33840015
7250,2004,3,9,3,18,20304,OO,MTJ,DEN,18:53:00,0,0,33841414
7251,2004,3,9,4,18,20374,RU,ROC,EWR,18:00:00,-11,0,33853779
7252,2004,3,9,3,18,20374,RU,ROC,EWR,18:00:00,2,0,33855220
7253,2004,3,9,7,18,20374,RU,ROC,CLE,18:44:00,-9,0,33855454
7254,2004,3,9,3,13,20374,RU,MFE,IAH,13:40:00,-5,0,33858681
7255,2004,3,9,3,18,20374,RU,ROC,CLE,18:44:00,-8,0,33859954
7256,2004,3,9,5,16,20374,RU,ROC,EWR,16:48:00,4,0,33862055
7257,2004,3,9,7,16,20374,RU,ROC,EWR,16:48:00,3,0,33862798
7258,2004,3,9,4,14,20374,RU,ROC,CLE,14:45:00,8,0,33863639
7259,2004,3,9,3,16,20374,RU,ROC,EWR,16:48:00,82,1,33867978
7260,2004,3,9,4,11,20374,RU,MTJ,IAH,11:25:00,14,0,33868456
7261,2004,3,9,5,12,20374,RU,ROC,EWR,12:54:00,-7,0,33870315
7262,2004,3,9,7,14,20374,RU,ROC,CLE,14:45:00,2,0,33873059
7263,2004,3,9,6,11,20374,RU,MTJ,IAH,11:25:00,0,0,33873755
7264,2004,3,9,3,12,20374,RU,ROC,EWR,12:54:00,-10,0,33876813
7265,2004,3,9,7,14,20374,RU,ROC,CLE,14:45:00,-8,0,33880812
7266,2004,3,9,2,18,20374,RU,ROC,CLE,18:44:00,-16,0,33882230
7267,2004,3,9,4,16,19977,UA,ROC,ORD,16:58:00,2,0,33914371
7268,2004,3,9,6,16,19977,UA,ROC,ORD,16:53:00,-8,0,33914373
7269,2004,3,9,3,17,20355,US,ROC,PHL,17:40:00,-2,0,33945359
7270,2004,3,9,3,17,20355,US,ROC,PHL,17:40:00,-4,0,33945374
7271,2004,3,9,5,17,20355,US,ROC,PHL,17:40:00,-7,0,33945376
7272,2004,3,9,2,17,20355,US,ROC,PHL,17:50:00,6,0,33954940
7273,2004,3,9,6,15,20355,US,ROC,PHL,15:15:00,45,1,33965156
7274,2004,3,9,1,15,20355,US,ROC,PHL,15:15:00,11,0,33965162
7275,2004,3,9,4,15,20355,US,ROC,PHL,15:15:00,31,1,33965165
7276,2004,3,9,4,10,20437,FL,ROC,ATL,10:58:00,-8,0,34107977
7277,2004,3,9,1,17,20437,FL,ROC,BWI,17:15:00,10,0,34109772
7278,2004,3,9,2,10,20437,FL,ROC,ATL,10:43:00,31,1,34110205
7279,2004,3,9,4,13,20437,FL,ROC,BWI,13:36:00,-8,0,34111093
