fid,carrierid,carrier,airport,dest,yyear,quarter,month,dayofweek,hour,crsdeptime,depdelay,depdel15,wid,fog,hail,hum,precipm,pressurem,lowpressure,rain,snow,heavysnow,tempm,thunder,vism,lowvisibility,wspdm,highwindspeed
878,19704,CO,SFO,EWR,2011,4,11,1,22,22:45:00,7,0,77037044,0,0,94,,1023.6,0,0,0,0,10,0,4.8,0,7.4,0
879,19704,CO,SFO,HNL,2011,4,11,7,16,16:30:00,10,0,77037084,0,0,77,,1025.2,0,0,0,0,13.3,0,9.7,0,0,0
880,19704,CO,SFO,ORD,2011,4,11,7,17,17:30:00,10,0,77037683,0,0,93,,1027.3,0,0,0,0,9,0,4.8,0,0,0
881,19704,CO,SFO,EWR,2011,4,11,7,22,22:55:00,3,0,77037773,0,0,89,,1025.7,0,0,0,0,11.7,0,9.7,0,5.6,0
882,19704,CO,SFO,IAH,2011,4,11,6,17,17:40:00,11,0,77038309,0,0,77,,1026.3,0,0,0,0,13.3,0,16.1,0,9.3,0
883,19704,CO,SFO,IAH,2011,4,11,6,14,14:39:00,64,1,77038329,0,0,80,,1028,0,0,0,0,10.6,0,16.1,0,9.3,0
884,19704,CO,SFO,EWR,2011,4,11,2,15,15:55:00,13,0,77040622,0,0,83,,1025.3,0,0,0,0,9.4,0,16.1,0,0,0
885,19704,CO,SFO,IAH,2011,4,11,2,12,12:05:00,4,0,77049765,0,0,85,,1025.5,0,0,0,0,6.7,0,16.1,0,0,0
886,19704,CO,SFO,IAH,2011,4,11,2,14,14:44:00,35,1,77050323,0,0,64,,1024.7,0,0,0,0,15.6,0,16.1,0,9.3,0
887,19790,DL,SFO,ATL,2011,4,11,1,12,12:00:00,7,0,77068453,0,0,65,,1023.5,0,0,0,0,14.4,0,16.1,0,9.3,0
888,19790,DL,SFO,ATL,2011,4,11,3,14,14:20:00,5,0,77072007,0,0,83,,1025,0,0,0,0,7.8,0,16.1,0,5.6,0
889,19393,WN,SFO,PHX,2011,4,11,2,15,15:10:00,2,0,77093808,0,0,86,,1026.9,0,0,0,0,8.3,0,16.1,0,5.6,0
890,19393,WN,SFO,PHX,2011,4,11,3,15,15:10:00,16,1,77096987,0,0,80,,1025.4,0,0,0,0,8.9,0,16.1,0,0,0
891,19393,WN,SFO,DEN,2011,4,11,7,13,13:00:00,57,1,77129951,0,0,100,,1006,1,0,0,0,9,0,16.1,0,0,0
892,19393,WN,SFO,LAS,2011,4,11,7,22,22:10:00,56,1,77150306,0,0,77,,1025.1,0,0,0,0,13.3,0,9.7,0,7.4,0
893,19393,WN,SFO,DEN,2011,4,11,1,14,14:50:00,74,1,77153689,0,0,93,,1025.2,0,0,0,0,10,0,2.8,0,5.6,0
894,19393,WN,SFO,MDW,2011,4,11,1,18,18:25:00,41,1,77153711,0,0,94,,1026.3,0,0,0,0,10,0,1.6,0,0,0
895,19393,WN,SFO,MDW,2011,4,11,1,13,13:30:00,36,1,77153712,0,0,87,,1025.3,0,0,0,0,10,0,1.6,0,7.4,0
896,19393,WN,SFO,LAX,2011,4,11,3,10,10:45:00,49,1,77160097,0,0,77,,1024.4,0,0,0,0,11.1,0,16.1,0,0,0
897,19790,DL,SFO,HNL,2011,4,11,1,17,17:50:00,2,0,77214397,0,0,72,,1022.9,0,0,0,0,12,0,16.1,0,7.4,0
898,19790,DL,SFO,DTW,2011,4,11,5,22,22:46:00,9,0,77222067,0,0,82,,1026.6,0,0,0,0,13,0,16.1,0,13,0
899,20436,F9,SFO,DEN,2011,4,11,7,14,14:54:00,90,1,77264267,0,0,97,,1006.7,1,0,0,0,9.4,0,16.1,0,14.8,0
900,20436,F9,SFO,DEN,2011,4,11,1,10,10:46:00,23,1,77264302,0,0,93,,1025.3,0,0,0,0,9,0,8.0,0,0,0
901,20436,F9,SFO,MCI,2011,4,11,1,11,11:46:00,80,1,77264333,1,0,88,,1025.3,0,0,0,0,11,0,0.4,1,9.3,0
902,20437,FL,SFO,ATL,2011,4,11,2,22,22:55:00,23,1,77284275,1,0,86,,1022.8,0,0,0,0,8.9,0,12.9,0,0,0
903,20304,OO,SFO,MCI,2011,4,12,1,16,16:29:00,2,0,77324925,0,0,71,,1008.4,1,0,0,0,10.6,0,14.5,0,7.4,0
904,20304,OO,SFO,COS,2011,4,12,4,18,18:15:00,86,1,77325966,0,0,87,,1024.6,0,0,0,0,9,0,16.1,0,0,0
905,20304,OO,SFO,EUG,2011,4,12,3,10,10:40:00,11,0,77326118,0,0,74,,1028.7,0,0,0,0,10.6,0,14.5,0,0,0
906,20304,OO,SFO,EUG,2011,4,12,5,10,10:40:00,7,0,77326135,0,0,57,,1033.2,0,0,0,0,3.9,0,16.1,0,5.6,0
907,20304,OO,SFO,EUG,2011,4,12,3,22,22:36:00,36,1,77326871,0,0,74,,1026.1,0,0,0,0,12.8,0,16.1,0,0,0
908,20304,OO,SFO,ABQ,2011,4,12,1,15,15:00:00,4,0,77326983,0,0,49,,1023.6,0,0,0,0,13.3,0,16.1,0,20.4,
909,20304,OO,SFO,PSP,2011,4,12,1,10,10:00:00,1,0,77327946,0,0,74,,1008.7,1,0,0,0,8.9,0,14.5,0,18.5,0
910,20304,OO,SFO,ONT,2011,4,12,4,23,23:00:00,32,1,77328280,0,0,62,,1032.4,0,0,0,0,8,0,16.1,0,5.6,0
911,20304,OO,SFO,CEC,2011,4,12,5,12,12:49:00,76,1,77331069,0,0,79,,1033.3,0,0,0,0,3.3,0,16.1,0,0,0
912,20304,OO,SFO,CEC,2011,4,12,1,12,12:42:00,80,1,77331071,0,0,87,0.3,1008,1,1,0,0,8,0,16.1,0,0,0
913,20304,OO,SFO,EUG,2011,4,12,5,20,20:30:00,7,0,77331799,0,0,93,,1022.9,0,0,0,0,10,0,16.1,0,9.3,0
914,20304,OO,SFO,BUR,2011,4,12,4,16,16:55:00,6,0,77331971,0,0,69,,1023,0,0,0,0,11.1,0,16.1,0,11.1,0
915,20304,OO,SFO,MFR,2011,4,12,4,11,11:09:00,10,0,77332756,1,0,93,,1024.9,0,0,0,0,9,0,0.4,1,0,0
916,20304,OO,SFO,MFR,2011,4,12,6,11,11:09:00,6,0,77332781,0,0,50,,1030.5,0,0,0,0,10,0,16.1,0,0,0
917,20304,OO,SFO,AUS,2011,4,12,4,12,12:05:00,3,0,77333699,1,0,93,,1024.6,0,0,0,0,9,0,0.8,1,5.6,0
918,20304,OO,SFO,BOI,2011,4,12,2,21,21:21:00,35,1,77337592,0,0,71,,1027.5,0,0,0,0,8.9,0,16.1,0,0,0
919,20304,OO,SFO,BOI,2011,4,12,3,21,21:21:00,10,0,77337599,0,0,89,,1026.6,0,0,0,0,11.7,0,16.1,0,9.3,0
920,20304,OO,SFO,LAS,2011,4,12,5,15,15:58:00,7,0,77343533,0,0,66,,1032.7,0,0,0,0,10.6,0,16.1,0,0,0
921,20304,OO,SFO,LAS,2011,4,12,7,15,15:58:00,23,1,77344912,1,0,89,,1022.7,0,0,0,0,6.7,0,16.1,0,0,0
922,20304,OO,SFO,SBA,2011,4,12,5,10,10:30:00,64,1,77346961,0,0,89,,1023.8,0,0,0,0,4.4,0,16.1,0,0,0
923,20304,OO,SFO,SAN,2011,4,12,3,16,16:21:00,82,1,77347535,0,0,77,,1026.1,0,0,0,0,13.3,0,16.1,0,13,0
924,20304,OO,SFO,LAX,2011,4,12,1,13,13:50:00,37,1,77351387,0,0,83,0,1008.1,1,1,0,0,8.3,0,16.1,0,0,0
925,20304,OO,SFO,LAX,2011,4,12,3,13,13:50:00,1,0,77351405,0,0,74,,1024.9,0,0,0,0,11.1,0,14.5,0,7.4,0
926,20304,OO,SFO,LAX,2011,4,12,4,10,10:50:00,4,0,77352334,0,0,48,,1023,0,0,0,0,8.3,0,16.1,0,7.4,0
927,20304,OO,SFO,LAX,2011,4,12,4,10,10:50:00,34,1,77352336,1,0,93,,1025.1,0,0,0,0,9.4,0,6.4,0,0,0
928,20304,OO,SFO,MMH,2011,4,12,6,10,10:40:00,27,1,77353991,0,0,76,,1032.6,0,0,0,0,3.3,0,16.1,0,5.6,0
929,20304,OO,SFO,MMH,2011,4,12,4,14,14:05:00,2,0,77354005,1,0,97,,1023.6,0,0,0,0,8.3,0,0.2,1,0,0
930,20304,OO,SFO,BFL,2011,4,12,3,14,14:50:00,15,1,77354688,0,0,74,,1026.1,0,0,0,0,12.8,0,16.1,0,0,0
931,20304,OO,SFO,PDX,2011,4,12,2,15,15:58:00,13,0,77354819,0,0,82,,1028.3,0,0,0,0,7.2,0,11.3,0,11.1,0
932,20304,OO,SFO,MFR,2011,4,12,7,17,17:59:00,57,1,77356542,0,0,48,,1025.4,0,0,0,0,10.6,0,16.1,0,5.6,0
933,20304,OO,SFO,MFR,2011,4,12,4,17,17:39:00,14,0,77356547,0,0,25,,1027.4,0,0,0,0,11.7,0,16.1,0,27.8,
934,20304,OO,SFO,ACV,2011,4,12,4,10,10:47:00,54,1,77356870,0,0,87,,1024.6,0,0,0,0,9,0,16.1,0,0,0
935,20304,OO,SFO,MRY,2011,4,12,1,22,22:40:00,30,1,77357909,0,0,44,,1023.3,0,0,0,0,13.9,0,16.1,0,24.1,
936,20304,OO,SFO,MRY,2011,4,12,3,22,22:44:00,1,0,77357915,0,0,93,,1026.8,0,0,0,0,11.1,0,14.5,0,16.7,0
937,20304,OO,SFO,EUG,2011,4,12,7,14,14:44:00,3,0,77357955,0,0,83,,1030.3,0,0,0,0,3.3,0,11.3,0,0,0
938,20304,OO,SFO,ACV,2011,4,12,6,18,18:45:00,1,0,77358475,0,0,52,,1023.5,0,0,0,0,11.7,0,16.1,0,16.7,0
939,20304,OO,SFO,MOD,2011,4,12,3,21,21:25:00,4,0,77358494,0,0,80,,1024.6,0,0,0,0,8.3,0,16.1,0,14.8,0
940,20304,OO,SFO,RDD,2011,4,12,4,19,19:14:00,9,0,77358892,0,0,31,,1027,0,0,0,0,12.2,0,16.1,0,16.7,0
941,20304,OO,SFO,MRY,2011,4,12,3,10,10:39:00,50,1,77359356,0,0,63,,1025.7,0,0,0,0,10.6,0,12.9,0,0,0
942,20304,OO,SFO,DFW,2011,4,12,6,11,11:15:00,2,0,77360153,0,0,93,,1023.1,0,0,0,0,7.2,0,16.1,0,5.6,0
943,20304,OO,SFO,MFR,2011,4,12,7,21,21:28:00,11,0,77360201,0,0,66,,1027.8,0,0,0,0,10,0,9.7,0,5.6,0
944,20304,OO,SFO,MFR,2011,4,12,5,21,21:28:00,14,0,77360205,0,0,89,,1022.9,0,0,0,0,10.6,0,16.1,0,16.7,0
945,20304,OO,SFO,ACV,2011,4,12,3,16,16:10:00,4,0,77360451,0,0,77,,1028.4,0,0,0,0,8.9,0,16.1,0,0,0
946,20304,OO,SFO,BOI,2011,4,12,4,13,13:36:00,64,1,77360549,0,0,71,,1023,0,0,0,0,10.6,0,16.1,0,5.6,0
947,20304,OO,SFO,SMF,2011,4,12,3,13,13:28:00,23,1,77360651,0,0,74,,1024.9,0,0,0,0,11.1,0,14.5,0,7.4,0
948,20304,OO,SFO,SMF,2011,4,12,5,13,13:23:00,7,0,77360656,0,0,54,,1033.3,0,0,0,0,10.6,0,16.1,0,5.6,0
949,20304,OO,SFO,SMF,2011,4,12,3,13,13:28:00,1,0,77360669,0,0,62,,1023.1,0,0,0,0,12.2,0,12.9,0,0,0
950,20304,OO,SFO,ASE,2011,4,12,2,15,15:58:00,7,0,77361359,0,0,82,,1028.3,0,0,0,0,7.2,0,11.3,0,11.1,0
951,20304,OO,SFO,OTH,2011,4,12,5,18,18:10:00,47,1,77361795,0,0,47,,1023.2,0,0,0,0,12,0,12.9,0,5.6,0
952,20304,OO,SFO,RDD,2011,4,12,7,12,12:41:00,17,1,77362259,0,0,55,,1022.7,0,0,0,0,12.8,0,16.1,0,0,0
953,20304,OO,SFO,COS,2011,4,12,4,18,18:15:00,82,1,77362374,0,0,93,,1024.8,0,0,0,0,9.4,0,4.8,0,5.6,0
954,20304,OO,SFO,RNO,2011,4,12,3,17,17:20:00,7,0,77362684,0,0,76,,1024.3,0,0,0,0,10,0,16.1,0,0,0
955,20304,OO,SFO,SBA,2011,4,12,4,15,15:22:00,31,1,77362900,1,0,93,,1023.6,0,0,0,0,8,0,0.4,1,0,0
956,20304,OO,SFO,PSC,2011,4,12,4,20,20:47:00,91,1,77363186,0,0,82,,1022.9,0,0,0,0,12,0,11.3,0,9.3,0
957,20304,OO,SFO,SBA,2011,4,12,2,13,13:36:00,40,1,77363211,0,0,61,,1027.2,0,0,0,0,11.7,0,16.1,0,5.6,0
958,20304,OO,SFO,SBA,2011,4,12,1,13,13:36:00,39,1,77363231,0,0,44,,1023.3,0,0,0,0,13.9,0,16.1,0,22.2,
959,20304,OO,SFO,SBA,2011,4,12,2,10,10:29:00,10,0,77363257,0,0,73,,1027.9,0,0,0,0,5,0,16.1,0,5.6,0
960,20304,OO,SFO,SBA,2011,4,12,5,18,18:48:00,17,1,77363317,0,0,56,,1033.2,0,0,0,0,8.9,0,16.1,0,9.3,0
961,20304,OO,SFO,CIC,2011,4,12,4,16,16:33:00,66,1,77364254,0,0,69,,1023,0,0,0,0,11.1,0,16.1,0,11.1,0
962,20304,OO,SFO,CIC,2011,4,12,3,16,16:33:00,14,0,77364264,0,0,77,,1026.1,0,0,0,0,13.3,0,16.1,0,13,0
963,20304,OO,SFO,SLC,2011,4,12,4,13,13:50:00,94,1,77364866,1,0,97,,1023.5,0,0,0,0,8.3,0,0.2,1,0,0
964,20304,OO,SFO,BFL,2011,4,12,4,18,18:06:00,24,1,77365349,0,0,87,,1024.6,0,0,0,0,9,0,16.1,0,0,0
965,20304,OO,SFO,TUS,2011,4,12,3,21,21:00:00,12,0,77365410,0,0,77,,1026,0,0,0,0,11.7,0,14.5,0,5.6,0
966,20304,OO,SFO,LAS,2011,4,12,1,11,11:21:00,65,1,77366303,0,0,82,,1027.3,0,0,0,0,9,0,4.8,0,5.6,0
967,20304,OO,SFO,LAS,2011,4,12,4,11,11:21:00,82,1,77366306,0,0,76,,1023.9,0,0,0,0,10,0,16.1,0,27.8,
968,20304,OO,SFO,BOI,2011,4,12,5,11,11:32:00,10,0,77367514,0,0,47,,1023.9,0,0,0,0,13,0,16.1,0,0,0
969,20304,OO,SFO,PSP,2011,4,12,6,18,18:23:00,24,1,77367783,0,0,52,,1023.5,0,0,0,0,11.7,0,16.1,0,16.7,0
970,20304,OO,SFO,SMF,2011,4,12,4,11,11:04:00,8,0,77368057,0,0,24,,1023.1,0,0,0,0,11.1,0,16.1,0,9.3,0
971,20304,OO,SFO,PSP,2011,4,12,2,15,15:46:00,31,1,77368711,0,0,82,,1028.3,0,0,0,0,7.2,0,11.3,0,11.1,0
972,19977,UA,SFO,ORD,2011,4,12,3,10,10:30:00,10,0,77371319,0,0,80,,1026.3,0,0,0,0,9.4,0,12.9,0,0,0
973,19977,UA,SFO,ORD,2011,4,12,5,10,10:25:00,71,1,77371327,0,0,89,,1023.4,0,0,0,0,11.7,0,14.5,0,11.1,0
974,19977,UA,SFO,HNL,2011,4,12,3,10,10:27:00,5,0,77372066,0,0,79,,1028.5,0,0,0,0,6.7,0,16.1,0,5.6,0
975,19977,UA,SFO,DEN,2011,4,12,5,10,10:00:00,18,1,77372825,0,0,57,,1033.2,0,0,0,0,3.9,0,16.1,0,5.6,0
976,19977,UA,SFO,ORD,2011,4,12,2,22,22:43:00,3,0,77372859,0,0,71,,1028.1,0,0,0,0,7.8,0,16.1,0,0,0
977,19977,UA,SFO,MCO,2011,4,12,1,14,14:00:00,3,0,77373709,0,0,44,,1023.3,0,0,0,0,13.9,0,16.1,0,24.1,
978,19977,UA,SFO,LAX,2011,4,12,4,12,12:26:00,12,0,77373916,0,0,18,,1026.6,0,0,0,0,13.9,0,16.1,0,7.4,0
979,19977,UA,SFO,IAD,2011,4,12,1,10,10:44:00,3,0,77374697,0,0,80,,1027.9,0,0,0,0,8.3,0,4.8,0,7.4,0
980,19977,UA,SFO,SEA,2011,4,12,1,10,10:35:00,2,0,77374789,0,0,74,,1008.7,1,0,0,0,8.9,0,14.5,0,18.5,0
981,19977,UA,SFO,SEA,2011,4,12,7,11,11:00:00,11,0,77374802,0,0,71,,1029.5,0,0,0,0,8.9,0,8.0,0,5.6,0
982,19977,UA,SFO,SEA,2011,4,12,4,22,22:47:00,5,0,77375890,0,0,39,,1031.7,0,0,0,0,7,0,16.1,0,5.6,0
983,19977,UA,SFO,SEA,2011,4,12,7,22,22:47:00,2,0,77375893,0,0,76,,1027,0,0,0,0,5.6,0,12.9,0,0,0
984,19977,UA,SFO,SEA,2011,4,12,5,22,22:47:00,46,1,77375898,0,0,89,,1023.5,0,0,0,0,10,0,16.1,0,29.6,
985,19977,UA,SFO,IAD,2011,4,12,2,16,16:44:00,2,0,77376016,0,0,82,,1028.4,0,0,0,0,7.2,0,9.7,0,9.3,0
986,19977,UA,SFO,LAS,2011,4,12,3,10,10:47:00,4,0,77376826,0,0,63,,1025.7,0,0,0,0,10.6,0,12.9,0,0,0
987,19977,UA,SFO,SNA,2011,4,12,1,12,12:44:00,24,1,77377829,0,0,71,0,1007.8,1,0,0,0,10,0,16.1,0,14.8,0
988,19977,UA,SFO,LAX,2011,4,12,2,16,16:30:00,31,1,77378313,0,0,82,,1028.4,0,0,0,0,7.2,0,9.7,0,9.3,0
989,19977,UA,SFO,HNL,2011,4,12,5,18,18:42:00,20,1,77378516,0,0,54,,1024.9,0,0,0,0,11.1,0,16.1,0,5.6,0
990,19977,UA,SFO,LAS,2011,4,12,1,22,22:57:00,38,1,77379396,0,0,86,,1028.2,0,0,0,0,7.2,0,16.1,0,9.3,0
991,19977,UA,SFO,DEN,2011,4,12,4,18,18:21:00,6,0,77380321,0,0,87,,1024.6,0,0,0,0,9,0,16.1,0,0,0
992,19977,UA,SFO,DEN,2011,4,12,1,18,18:26:00,23,1,77380330,0,0,80,,1027.9,0,0,0,0,8.3,0,4.8,0,7.4,0
993,19977,UA,SFO,ORD,2011,4,12,2,14,14:04:00,7,0,77380585,0,0,69,,1026.2,0,0,0,0,12.2,0,16.1,0,7.4,0
994,19977,UA,SFO,DEN,2011,4,12,7,11,11:00:00,1,0,77381143,0,0,47,,1023.9,0,0,0,0,12,0,16.1,0,0,0
995,19977,UA,SFO,PDX,2011,4,12,2,22,22:35:00,7,0,77381451,0,0,69,,1026.2,0,0,0,0,12.2,0,16.1,0,7.4,0
996,19977,UA,SFO,LAX,2011,4,12,5,17,17:42:00,2,0,77382035,0,0,52,,1032.9,0,0,0,0,9.4,0,16.1,0,11.1,0
997,19977,UA,SFO,LAX,2011,4,12,1,17,17:42:00,7,0,77382037,0,0,83,,1027.5,0,0,0,0,7.8,0,4.8,0,13,0
998,19977,UA,SFO,SNA,2011,4,12,4,19,19:53:00,38,1,77382601,0,0,86,,1024,0,0,0,0,11.1,0,8.0,0,5.6,0
999,19977,UA,SFO,SEA,2011,4,12,2,17,17:12:00,3,0,77383088,0,0,52,,1027.1,0,0,0,0,10.6,0,16.1,0,13,0
1000,19977,UA,SFO,SEA,2011,4,12,5,16,16:13:00,3,0,77383097,0,0,59,,1025,0,0,0,0,10,0,16.1,0,16.7,0
1001,19977,UA,SFO,IAD,2011,4,12,1,10,10:40:00,38,1,77383125,0,0,33,,1024.5,0,0,0,0,12.8,0,16.1,0,35.2,
1002,19977,UA,SFO,KOA,2011,4,12,2,17,17:22:00,4,0,77384042,0,0,74,,1026.7,0,0,0,0,10,0,16.1,0,16.7,0
1003,19977,UA,SFO,KOA,2011,4,12,5,17,17:22:00,18,1,77384045,0,0,90,,1023.2,0,0,0,0,12.2,0,14.5,0,11.1,0
1004,19977,UA,SFO,LAS,2011,4,12,7,12,12:00:00,29,1,77385210,0,0,55,,1022.7,0,0,0,0,12.8,0,16.1,0,0,0
1005,19977,UA,SFO,PHX,2011,4,12,5,17,17:50:00,1,0,77385578,0,0,61,,1023.7,0,0,0,0,9.4,0,12.9,0,7.4,0
1006,19977,UA,SFO,ORD,2011,4,12,3,13,13:59:00,5,0,77386524,0,0,89,,1023.2,0,0,0,0,5,0,16.1,0,5.6,0
1007,19977,UA,SFO,ORD,2011,4,12,4,12,12:57:00,7,0,77386952,1,0,97,,1024.1,0,0,0,0,8.3,0,0.4,1,0,0
1008,19977,UA,SFO,ORD,2011,4,12,4,16,16:03:00,18,1,77387351,0,0,51,,1027.8,0,0,0,0,12,0,16.1,0,18.5,0
1009,19977,UA,SFO,LAX,2011,4,12,1,16,16:44:00,92,1,77387541,0,0,71,,1008.4,1,0,0,0,10.6,0,14.5,0,7.4,0
1010,19977,UA,SFO,LAX,2011,4,12,5,15,15:17:00,7,0,77387777,0,0,66,,1032.7,0,0,0,0,10.6,0,16.1,0,0,0
1011,19977,UA,SFO,IAD,2011,4,12,2,22,22:40:00,2,0,77387887,0,0,61,,1027.1,0,0,0,0,11.7,0,16.1,0,5.6,0
1012,19977,UA,SFO,SEA,2011,4,12,4,19,19:15:00,10,0,77388291,0,0,33,,1030.3,0,0,0,0,10,0,16.1,0,13,0
1013,19977,UA,SFO,PHL,2011,4,12,2,15,15:59:00,71,1,77388581,0,0,80,,1026.3,0,0,0,0,11.1,0,16.1,0,5.6,0
1014,19977,UA,SFO,PIT,2011,4,12,4,16,16:50:00,3,0,77388825,0,0,51,,1027.8,0,0,0,0,12,0,16.1,0,18.5,0
1015,19977,UA,SFO,LAS,2011,4,12,6,13,13:40:00,97,1,77388974,0,0,40,,1029.1,0,0,0,0,12.8,0,16.1,0,0,0
1016,19977,UA,SFO,JFK,2011,4,12,6,10,10:40:00,20,1,77389107,0,0,50,,1031.5,0,0,0,0,8.9,0,16.1,0,7.4,0
1017,19977,UA,SFO,JFK,2011,4,12,4,13,13:50:00,48,1,77389442,1,0,97,,1023.5,0,0,0,0,8.3,0,0.2,1,0,0
1018,19977,UA,SFO,ORD,2011,4,12,2,18,18:21:00,11,0,77390536,0,0,77,,1026.7,0,0,0,0,10,0,16.1,0,0,0
1019,19977,UA,SFO,JFK,2011,4,12,4,22,22:30:00,5,0,77390708,0,0,66,,1022.9,0,0,0,0,11.1,0,16.1,0,25.9,
1020,19977,UA,SFO,ORD,2011,4,12,5,23,23:00:00,10,0,77390801,0,0,87,,1023.6,0,0,0,0,10,0,16.1,0,20.4,
1021,19977,UA,SFO,SAN,2011,4,12,2,12,12:50:00,4,0,77391495,0,0,63,,1028,0,0,0,0,11.1,0,12.9,0,0,0
1022,19977,UA,SFO,DEN,2011,4,12,7,13,13:12:00,6,0,77391752,0,0,66,,1027.8,0,0,0,0,10,0,9.7,0,5.6,0
1023,19977,UA,SFO,DEN,2011,4,12,1,11,11:53:00,17,1,77391834,0,0,74,,1008.4,1,0,0,0,9.4,0,14.5,0,11.1,0
1024,19977,UA,SFO,DEN,2011,4,12,4,11,11:40:00,30,1,77391844,0,0,31,,1027,0,0,0,0,12.2,0,16.1,0,16.7,0
1025,19977,UA,SFO,LAX,2011,4,12,3,20,20:25:00,9,0,77392409,0,0,77,,1024.4,0,0,0,0,8.3,0,16.1,0,5.6,0
1026,19977,UA,SFO,LAX,2011,4,12,3,10,10:40:00,10,0,77392427,0,0,63,,1025.7,0,0,0,0,10.6,0,12.9,0,0,0
1027,19977,UA,SFO,ORD,2011,4,12,3,10,10:49:00,8,0,77392811,0,0,80,,1026.3,0,0,0,0,9.4,0,12.9,0,0,0
1028,19977,UA,SFO,DFW,2011,4,12,3,13,13:09:00,3,0,77393111,0,0,89,,1023.2,0,0,0,0,5,0,16.1,0,5.6,0
1029,19977,UA,SFO,LAX,2011,4,12,6,19,19:45:00,5,0,77393420,0,0,50,,1030.5,0,0,0,0,10,0,16.1,0,0,0
1030,19977,UA,SFO,LAX,2011,4,12,2,17,17:42:00,26,1,77393812,0,0,80,,1028.2,0,0,0,0,8.3,0,6.4,0,7.4,0
1031,19977,UA,SFO,LAX,2011,4,12,5,22,22:35:00,3,0,77394568,0,0,87,,1022.9,0,0,0,0,10,0,16.1,0,24.1,
1032,20355,US,SFO,PHX,2011,4,12,4,12,12:10:00,5,0,77409551,0,0,76,,1023.9,0,0,0,0,10,0,16.1,0,14.8,0
1033,20355,US,SFO,PHL,2011,4,12,4,11,11:00:00,65,1,77417928,0,0,24,,1023.1,0,0,0,0,11.1,0,16.1,0,9.3,0
1034,19393,WN,SFO,DEN,2011,4,12,7,13,13:00:00,1,0,77440003,0,0,55,,1024.9,0,0,0,0,5.6,0,16.1,0,5.6,0
1035,19393,WN,SFO,PHX,2011,4,12,7,10,10:05:00,2,0,77440023,0,0,33,,1025.2,0,0,0,0,9.4,0,16.1,0,5.6,0
1036,19393,WN,SFO,PHX,2011,4,12,1,19,19:10:00,3,0,77443123,0,0,38,,1024.3,0,0,0,0,13,0,16.1,0,31.5,
1037,19805,AA,SFO,JFK,2011,4,12,1,12,12:30:00,22,1,77446961,0,0,87,0.3,1008,1,1,0,0,8,0,16.1,0,0,0
1038,19805,AA,SFO,MIA,2011,4,12,5,21,21:20:00,23,1,77448942,0,0,53,,1033.3,0,0,0,0,7.2,0,16.1,0,0,0
1039,19805,AA,SFO,DFW,2011,4,12,4,17,17:30:00,20,1,77451016,0,0,93,,1024.3,0,0,0,0,9,0,3.2,0,0,0
1040,19805,AA,SFO,DFW,2011,4,12,1,13,13:40:00,4,0,77453724,0,0,44,,1023.3,0,0,0,0,13.9,0,16.1,0,22.2,
1041,19805,AA,SFO,ORD,2011,4,12,5,10,10:35:00,2,0,77455224,0,0,54,,1024.9,0,0,0,0,11.1,0,16.1,0,5.6,0
1042,19805,AA,SFO,ORD,2011,4,12,2,17,17:50:00,76,1,77456446,0,0,52,,1030.1,0,0,0,0,10,0,16.1,0,7.4,0
1043,19805,AA,SFO,LAX,2011,4,12,7,11,11:20:00,2,0,77468506,0,0,47,,1023.9,0,0,0,0,12,0,16.1,0,0,0
1044,19805,AA,SFO,ORD,2011,4,12,3,23,23:55:00,93,1,77473129,0,0,76,,1024.3,0,0,0,0,11,0,16.1,0,7.4,0
1045,19805,AA,SFO,ORD,2011,4,12,1,23,23:55:00,58,1,77473141,0,0,83,,1028.5,0,0,0,0,8.3,0,16.1,0,5.6,0
1046,19805,AA,SFO,DFW,2011,4,12,3,10,10:30:00,10,0,77473450,0,0,79,,1028.5,0,0,0,0,6.7,0,16.1,0,5.6,0
1047,19805,AA,SFO,LAX,2011,4,12,1,14,14:45:00,33,1,77481926,0,0,83,,1026.2,0,0,0,0,8.9,0,9.7,0,0,0
1048,19805,AA,SFO,LAX,2011,4,12,4,14,14:45:00,33,1,77481929,1,0,97,,1023.6,0,0,0,0,8.3,0,0.2,1,0,0
1049,19805,AA,SFO,LAX,2011,4,12,5,18,18:55:00,48,1,77482142,0,0,89,,1023.4,0,0,0,0,11.7,0,14.5,0,11.1,0
1050,19930,AS,SFO,SEA,2011,4,12,1,19,19:40:00,18,1,77498800,0,0,80,,1027.3,0,0,0,0,8.9,0,16.1,0,16.7,0
1051,19930,AS,SFO,PSP,2011,4,12,3,20,20:55:00,50,1,77499786,0,0,89,,1025.8,0,0,0,0,11.7,0,16.1,0,7.4,0
1052,19930,AS,SFO,SEA,2011,4,12,5,20,20:40:00,25,1,77500454,0,0,93,,1022.9,0,0,0,0,10,0,16.1,0,9.3,0
1053,20409,B6,SFO,BOS,2011,4,12,5,10,10:53:00,60,1,77519253,0,0,89,,1023.4,0,0,0,0,11.7,0,14.5,0,11.1,0
1054,20409,B6,SFO,JFK,2011,4,12,5,21,21:20:00,24,1,77519257,0,0,89,,1022.9,0,0,0,0,10.6,0,16.1,0,16.7,0
1055,19704,CO,SFO,IAH,2011,4,12,6,12,12:20:00,8,0,77519976,0,0,93,,1023.5,0,0,0,0,6.1,0,16.1,0,5.6,0
