fid,carrierid,carrier,airport,dest,yyear,quarter,month,dayofweek,hour,crsdeptime,depdelay,depdel15,wid,fog,hail,hum,precipm,pressurem,lowpressure,rain,snow,heavysnow,tempm,thunder,vism,lowvisibility,wspdm,highwindspeed
3327,19790,DL,SFO,ATL,1998,4,11,4,21,21:55:00,7,0,482839,0,0,86,,1025.5,0,0,0,0,10.6,0,16.1,0,14.8,0
3328,19790,DL,SFO,ATL,1998,4,11,2,21,21:55:00,36,1,482844,0,0,80,,1024.6,0,0,0,0,11.1,0,16.1,0,5.6,0
3329,19790,DL,SFO,ATL,1998,4,11,5,23,23:40:00,14,0,482898,0,0,94,,1023.9,0,0,0,0,12,0,16.1,0,0,0
3330,19977,UA,SFO,AUS,1998,4,11,4,11,11:00:00,2,0,488520,0,0,69,,1025.6,0,0,0,0,13.9,0,16.1,0,9.3,0
3331,19977,UA,SFO,BOI,1998,4,11,4,16,16:30:00,1,0,498517,0,0,86,,1026.6,0,0,0,0,10.6,0,9.7,0,0,0
3332,19977,UA,SFO,BUR,1998,4,11,2,18,18:05:00,5,0,510976,0,0,65,,1024.8,0,0,0,0,14.4,0,16.1,0,13,0
3333,19704,CO,SFO,CLE,1998,4,11,2,12,12:25:00,12,0,523966,0,0,62,,1024.1,0,0,0,0,15,0,16.1,0,13,0
3334,19790,DL,SFO,CVG,1998,4,11,5,14,14:05:00,1,0,544744,0,0,62,,1023.8,0,0,0,0,14.4,0,16.1,0,5.6,0
3335,19790,DL,SFO,CVG,1998,4,11,1,14,14:05:00,47,1,544754,0,0,87,0.5,1007.7,1,1,0,0,16.1,0,4.8,0,35.2,
3336,19977,UA,SFO,DEN,1998,4,11,3,19,19:05:00,1,0,566430,0,0,80,,1023.5,0,0,0,0,12.8,0,16.1,0,9.3,0
3337,19977,UA,SFO,DEN,1998,4,11,2,14,14:26:00,1,0,566548,0,0,67,,1023.6,0,0,0,0,14.4,0,16.1,0,11.1,0
3338,19977,UA,SFO,DEN,1998,4,11,4,19,19:40:00,2,0,566708,0,0,80,,1025.1,0,0,0,0,11.7,0,16.1,0,13,0
3339,20355,US,SFO,PHL,1998,4,11,5,12,12:22:00,12,0,567897,0,0,67,,1024.9,0,0,0,0,13.9,0,16.1,0,5.6,0
3340,19991,HP,SFO,PHX,1998,4,11,4,18,18:57:00,97,1,580059,0,0,80,,1025.3,0,0,0,0,11.7,0,16.1,0,18.5,0
3341,19977,UA,SFO,PHX,1998,4,11,5,19,19:35:00,1,0,580085,0,0,72,,1024.5,0,0,0,0,13.3,0,6.4,0,0,0
3342,19977,UA,SFO,PHX,1998,4,11,2,12,12:45:00,1,0,580188,0,0,62,,1024.1,0,0,0,0,15,0,16.1,0,13,0
3343,20355,US,SFO,PIT,1998,4,11,5,13,13:20:00,7,0,590369,0,0,97,,1025,0,0,0,0,8.3,0,14.5,0,5.6,0
3344,19977,UA,SFO,RNO,1998,4,11,3,21,21:30:00,38,1,599770,0,0,86,,1024.2,0,0,0,0,10,0,16.1,0,11.1,0
3345,19977,UA,SFO,RNO,1998,4,11,2,21,21:30:00,1,0,599776,0,0,80,,1024.6,0,0,0,0,11.1,0,16.1,0,5.6,0
3346,19977,UA,SFO,RNO,1998,4,11,4,14,14:50:00,8,0,599859,0,0,93,,1025.6,0,0,0,0,7.2,0,16.1,0,7.4,0
3347,19977,UA,SFO,SAN,1998,4,11,4,13,13:55:00,37,1,606766,0,0,90,,1024.8,0,0,0,0,7.2,0,16.1,0,0,0
3348,19977,UA,SFO,SBA,1998,4,11,4,16,16:05:00,1,0,611840,0,0,67,,1024.5,0,0,0,0,13.3,0,16.1,0,18.5,0
3349,19977,UA,SFO,SBA,1998,4,11,4,16,16:05:00,5,0,611847,0,0,80,,1026.1,0,0,0,0,11.7,0,16.1,0,0,0
3350,19977,UA,SFO,SEA,1998,4,11,4,15,15:34:00,2,0,620392,0,0,93,,1026,0,0,0,0,8,0,12.9,0,5.6,0
3351,19977,UA,SFO,SEA,1998,4,11,3,16,16:40:00,3,0,620435,0,0,83,,1023.1,0,0,0,0,10.6,0,16.1,0,5.6,0
3352,19977,UA,SFO,SEA,1998,4,11,3,18,18:40:00,1,0,620484,0,0,86,,1023.1,0,0,0,0,11.7,0,16.1,0,18.5,0
3353,19977,UA,SFO,SEA,1998,4,11,5,18,18:40:00,15,1,620486,0,0,89,,1024.3,0,0,0,0,12.8,0,16.1,0,20.4,
3354,19977,UA,SFO,SEA,1998,4,11,3,18,18:40:00,5,0,620490,0,0,77,,1023.4,0,0,0,0,12.2,0,16.1,0,7.4,0
3355,19977,UA,SFO,SEA,1998,4,11,3,20,20:50:00,8,0,620540,0,0,80,,1023.6,0,0,0,0,11.7,0,16.1,0,0,0
3356,19977,UA,SFO,SEA,1998,4,11,5,20,20:50:00,9,0,620542,0,0,67,,1024.9,0,0,0,0,13.9,0,16.1,0,5.6,0
3357,19805,AA,SFO,MIA,1998,4,11,4,21,21:55:00,5,0,716859,0,0,47,,1024.3,0,0,0,0,15.6,0,16.1,0,0,0
3358,19977,UA,SFO,MIA,1998,4,11,2,14,14:05:00,3,0,716894,0,0,67,,1023.6,0,0,0,0,14.4,0,16.1,0,11.1,0
3359,19977,UA,SFO,MRY,1998,4,11,2,21,21:45:00,3,0,719447,0,0,67,,1023.7,0,0,0,0,15,0,16.1,0,13,0
3360,19977,UA,SFO,MSY,1998,4,11,2,11,11:00:00,1,0,734859,0,0,67,,1025.2,0,0,0,0,15,0,16.1,0,18.5,0
3361,19977,UA,SFO,ONT,1998,4,11,3,20,20:25:00,3,0,745216,0,0,67,,1022.9,0,0,0,0,14.4,0,16.1,0,18.5,0
3362,19805,AA,SFO,ORD,1998,4,11,4,10,10:42:00,4,0,766990,0,0,83,,1026.3,0,0,0,0,11.7,0,8.0,0,5.6,0
3363,19930,AS,SFO,PDX,1998,4,11,5,15,15:25:00,9,0,776391,0,0,86,,1025.3,0,0,0,0,8.9,0,16.1,0,0,0
3364,19930,AS,SFO,PDX,1998,4,11,2,12,12:19:00,4,0,776452,0,0,83,,1023,0,0,0,0,10.6,0,16.1,0,14.8,0
3365,19977,UA,SFO,PDX,1998,4,11,3,17,17:00:00,2,0,776751,0,0,77,,1023.4,0,0,0,0,11.7,0,16.1,0,5.6,0
3366,19805,AA,SFO,DFW,1998,4,11,4,15,15:55:00,18,1,803618,0,0,90,,1026.4,0,0,0,0,9.4,0,12.9,0,0,0
3367,19805,AA,SFO,DFW,1998,4,11,3,11,11:07:00,8,0,803712,0,0,80,,1023.5,0,0,0,0,12.8,0,16.1,0,9.3,0
3368,19386,NW,SFO,DTW,1998,4,11,2,12,12:25:00,17,1,817840,0,0,62,,1024.1,0,0,0,0,15,0,16.1,0,13,0
3369,19977,UA,SFO,EUG,1998,4,11,2,22,22:15:00,1,0,821447,0,0,80,,1024.7,0,0,0,0,11.1,0,16.1,0,9.3,0
3370,19704,CO,SFO,EWR,1998,4,11,1,15,15:00:00,74,1,830287,0,0,88,0.5,1007.7,1,1,0,0,16,0,3.2,0,46.3,1
3371,19977,UA,SFO,EWR,1998,4,11,4,13,13:40:00,2,0,830483,0,0,90,,1024.8,0,0,0,0,7.2,0,16.1,0,0,0
3372,19790,DL,SFO,HNL,1998,4,11,4,19,19:10:00,5,0,840986,0,0,69,,1025.6,0,0,0,0,13.9,0,16.1,0,9.3,0
3373,19977,UA,SFO,IAD,1998,4,11,4,13,13:00:00,6,0,850365,0,0,47,,1024.3,0,0,0,0,15.6,0,16.1,0,0,0
3374,19704,CO,SFO,IAH,1998,4,11,5,17,17:45:00,4,0,859944,0,0,80,,1024,0,0,0,0,13.3,0,16.1,0,20.4,
3375,19977,UA,SFO,IAH,1998,4,11,4,11,11:25:00,5,0,860082,0,0,69,,1025.6,0,0,0,0,13.9,0,16.1,0,9.3,0
3376,19805,AA,SFO,JFK,1998,4,11,2,22,22:00:00,2,0,869885,0,0,80,,1024.7,0,0,0,0,11.1,0,16.1,0,9.3,0
3377,19977,UA,SFO,JFK,1998,4,11,4,22,22:00:00,1,0,870056,0,0,86,,1025.5,0,0,0,0,10,0,16.1,0,5.6,0
3378,19977,UA,SFO,LAS,1998,4,11,3,13,13:28:00,4,0,879999,0,0,89,,1023.2,0,0,0,0,7.8,0,16.1,0,0,0
3379,19977,UA,SFO,LAX,1998,4,11,5,19,19:50:00,4,0,894259,0,0,93,,1024.9,0,0,0,0,12.2,0,16.1,0,16.7,0
3380,19977,UA,SFO,LAX,1998,4,11,3,21,21:00:00,17,1,894303,0,0,83,,1023.5,0,0,0,0,9.4,0,16.1,0,5.6,0
3381,19977,UA,SFO,LAX,1998,4,11,5,14,14:25:00,5,0,894395,0,0,90,,1024.9,0,0,0,0,7.2,0,16.1,0,0,0
3382,19790,DL,SFO,ATL,1998,4,12,1,15,15:20:00,17,1,920496,0,0,29,,1029.5,0,0,0,0,5.6,0,16.1,0,0,0
3383,19790,DL,SFO,ATL,1998,4,12,2,12,12:10:00,80,1,920527,0,0,49,,1024.5,0,0,0,0,6.1,0,16.1,0,9.3,0
3384,19790,DL,SFO,ATL,1998,4,12,3,21,21:45:00,3,0,920545,0,0,59,,1029.2,0,0,0,0,8.3,0,16.1,0,11.1,0
3385,19790,DL,SFO,ATL,1998,4,12,4,21,21:45:00,7,0,920546,0,0,86,,1030.1,0,0,0,0,8.9,0,8.0,0,5.6,0
3386,19790,DL,SFO,ATL,1998,4,12,1,21,21:45:00,11,0,920550,0,0,80,,1025.1,0,0,0,0,12.2,0,16.1,0,7.4,0
3387,19790,DL,SFO,ATL,1998,4,12,6,21,21:45:00,25,1,920562,0,0,100,,1024.9,0,0,0,0,8.9,0,2.4,0,5.6,0
3388,19790,DL,SFO,ATL,1998,4,12,3,23,23:40:00,35,1,920620,0,0,47,,1026.8,0,0,0,0,7.8,0,16.1,0,7.4,0
3389,19977,UA,SFO,BOI,1998,4,12,6,12,12:10:00,2,0,936817,0,0,80,,1025.5,0,0,0,0,9.4,0,12.9,0,18.5,0
3390,19977,UA,SFO,BOI,1998,4,12,7,21,21:21:00,69,1,936871,0,0,57,,1027.1,0,0,0,0,5,0,16.1,0,27.8,
3391,19977,UA,SFO,BOI,1998,4,12,4,21,21:21:00,13,0,936875,0,0,83,,1033.2,0,0,0,0,3.3,0,8.0,0,11.1,0
3392,19977,UA,SFO,BOI,1998,4,12,6,21,21:21:00,16,1,936877,0,0,100,,1024.9,0,0,0,0,8.9,0,2.4,0,5.6,0
3393,19977,UA,SFO,BOS,1998,4,12,2,16,16:15:00,3,0,944966,0,0,100,,1026,0,0,0,0,6,0,3.2,0,5.6,0
3394,19977,UA,SFO,BUR,1998,4,12,6,12,12:55:00,2,0,949509,0,0,80,,1025.5,0,0,0,0,9.4,0,12.9,0,18.5,0
3395,19977,UA,SFO,BUR,1998,4,12,3,13,13:10:00,27,1,949515,0,0,88,0,1023.2,0,1,0,0,11,0,16.1,0,18.5,0
3396,19977,UA,SFO,BUR,1998,4,12,7,13,13:18:00,63,1,949540,0,0,100,,1024.3,0,0,0,0,7,0,3.2,0,0,0
3397,19977,UA,SFO,BUR,1998,4,12,5,18,18:05:00,2,0,949611,0,0,80,,1027.8,0,0,0,0,11.1,0,14.5,0,5.6,0
3398,19977,UA,SFO,BUR,1998,4,12,1,18,18:05:00,41,1,949621,0,0,42,,1028.9,0,0,0,0,2.8,0,16.1,0,11.1,0
3399,19977,UA,SFO,BUR,1998,4,12,4,18,18:05:00,21,1,949624,0,0,68,,1032.5,0,0,0,0,6.7,0,11.3,0,14.8,0
3400,19977,UA,SFO,BUR,1998,4,12,3,20,20:10:00,10,0,949671,0,0,59,,1029.8,0,0,0,0,2.8,0,12.9,0,7.4,0
3401,19977,UA,SFO,BUR,1998,4,12,5,21,21:10:00,61,1,949689,0,0,90,,1028.1,0,0,0,0,8.3,0,12.9,0,5.6,0
3402,19977,UA,SFO,BWI,1998,4,12,7,14,14:10:00,22,1,956171,0,0,100,,1024.3,0,0,0,0,7,0,3.2,0,0,0
3403,19704,CO,SFO,CLE,1998,4,12,1,12,12:20:00,44,1,963347,0,0,54,,1031.2,0,0,0,0,0.6,0,16.1,0,9.3,0
3404,20355,US,SFO,CLT,1998,4,12,3,11,11:51:00,27,1,973395,0,0,72,,1026.1,0,0,0,0,1.7,0,16.1,0,11.1,0
3405,19790,DL,SFO,CVG,1998,4,12,7,14,14:05:00,20,1,984815,0,0,100,,1024.3,0,0,0,0,7,0,3.2,0,0,0
3406,19790,DL,SFO,CVG,1998,4,12,4,22,22:35:00,1,0,984829,0,0,77,,1030.2,0,0,0,0,10,0,8.0,0,13,0
3407,19790,DL,SFO,CVG,1998,4,12,7,22,22:35:00,2,0,984839,0,0,45,,1028.1,0,0,0,0,5,0,16.1,0,25.9,
3408,19790,DL,SFO,CVG,1998,4,12,3,10,10:40:00,22,1,984871,0,0,37,,1028.8,0,0,0,0,5.6,0,16.1,0,7.4,0
3409,19790,DL,SFO,CVG,1998,4,12,4,10,10:40:00,4,0,984872,0,0,70,,1034.8,0,0,0,0,4.4,0,8.0,0,14.8,0
3410,19977,UA,SFO,DEN,1998,4,12,7,11,11:20:00,59,1,1007435,0,0,66,,1026,0,0,0,0,9.4,0,16.1,0,16.7,0
3411,19977,UA,SFO,DEN,1998,4,12,5,11,11:35:00,58,1,1007454,0,0,74,,1032.6,0,0,0,0,7.2,0,4.8,0,7.4,0
3412,19977,UA,SFO,DEN,1998,4,12,2,11,11:35:00,83,1,1007458,0,0,93,,1025.6,0,0,0,0,8,0,2.8,0,5.6,0
3413,19977,UA,SFO,DEN,1998,4,12,1,11,11:00:00,1,0,1007603,0,0,80,,1025.1,0,0,0,0,10,0,16.1,0,20.4,
3414,19977,UA,SFO,DEN,1998,4,12,3,14,14:30:00,2,0,1007681,0,0,49,,1023.9,0,0,0,0,15.6,0,16.1,0,22.2,
3415,19977,UA,SFO,DEN,1998,4,12,2,17,17:35:00,1,0,1007711,0,0,53,,1026.4,0,0,0,0,13.3,0,16.1,0,7.4,0
3416,19977,UA,SFO,DEN,1998,4,12,3,10,10:00:00,51,1,1007789,0,0,86,,1026.1,0,0,0,0,2.2,0,16.1,0,14.8,0
3417,19977,UA,SFO,DEN,1998,4,12,2,12,12:15:00,7,0,1007868,0,0,96,,1025.4,0,0,0,0,6.7,0,16.1,0,0,0
3418,20355,US,SFO,PHL,1998,4,12,4,10,10:15:00,1,0,1008601,0,0,66,,1029.9,0,0,0,0,8.9,0,16.1,0,13,0
3419,20355,US,SFO,PHL,1998,4,12,5,10,10:15:00,97,1,1008602,0,0,90,,1029.6,0,0,0,0,8.3,0,9.7,0,5.6,0
3420,19991,HP,SFO,PHX,1998,4,12,4,14,14:05:00,3,0,1021504,0,0,58,,1031.9,0,0,0,0,7.2,0,6.4,0,0,0
3421,19991,HP,SFO,PHX,1998,4,12,7,14,14:05:00,46,1,1021507,0,0,100,,1024.3,0,0,0,0,7,0,3.2,0,0,0
3422,19991,HP,SFO,PHX,1998,4,12,7,18,18:57:00,71,1,1021605,0,0,74,,1027.4,0,0,0,0,8.9,0,16.1,0,13,0
3423,19991,HP,SFO,PHX,1998,4,12,3,18,18:57:00,11,0,1021620,0,0,55,,1028.6,0,0,0,0,5.6,0,16.1,0,13,0
3424,19977,UA,SFO,PHX,1998,4,12,2,19,19:35:00,66,1,1021634,0,0,83,,1030.5,0,0,0,0,7.8,0,16.1,0,0,0
3425,19977,UA,SFO,PHX,1998,4,12,2,19,19:35:00,2,0,1021648,0,0,73,,1024.7,0,0,0,0,4.4,0,16.1,0,7.4,0
3426,19977,UA,SFO,PHX,1998,4,12,3,12,12:45:00,20,1,1021722,0,0,82,0,1023.2,0,0,0,0,11,0,16.1,0,16.7,0
3427,19977,UA,SFO,PHX,1998,4,12,2,12,12:45:00,3,0,1021735,0,0,96,,1025.4,0,0,0,0,6.7,0,16.1,0,0,0
3428,19977,UA,SFO,PHX,1998,4,12,7,15,15:25:00,91,1,1021757,0,0,59,,1025.9,0,0,0,0,11.1,0,16.1,0,5.6,0
3429,19977,UA,SFO,PHX,1998,4,12,2,21,21:42:00,5,0,1021832,0,0,73,,1024.7,0,0,0,0,2.8,0,16.1,0,5.6,0
3430,19393,WN,SFO,PHX,1998,4,12,2,17,17:50:00,58,1,1021860,0,0,62,,1023.9,0,0,0,0,5.6,0,16.1,0,7.4,0
3431,19393,WN,SFO,PHX,1998,4,12,2,13,13:25:00,35,1,1021960,0,0,47,,1023.2,0,0,0,0,15.6,0,16.1,0,5.6,0
3432,19393,WN,SFO,PHX,1998,4,12,5,15,15:20:00,8,0,1022001,0,0,68,,1030.4,0,0,0,0,8.3,0,14.5,0,0,0
3433,20355,US,SFO,PIT,1998,4,12,5,13,13:20:00,4,0,1032329,0,0,93,,1028.9,0,0,0,0,6.7,0,8.0,0,0,0
3434,20355,US,SFO,PIT,1998,4,12,6,13,13:20:00,64,1,1032344,0,0,74,,1025.2,0,0,0,0,10,0,11.3,0,18.5,0
3435,20355,US,SFO,PIT,1998,4,12,7,22,22:40:00,5,0,1032385,0,0,73,,1028.5,0,0,0,0,7.8,0,16.1,0,5.6,0
3436,20355,US,SFO,PIT,1998,4,12,2,22,22:40:00,4,0,1032387,0,0,89,,1030,0,0,0,0,6.1,0,12.9,0,9.3,0
3437,19977,UA,SFO,RNO,1998,4,12,7,21,21:30:00,4,0,1042061,0,0,66,,1025.4,0,0,0,0,10,0,16.1,0,13,0
3438,19977,UA,SFO,RNO,1998,4,12,2,21,21:30:00,32,1,1042063,0,0,82,,1030.4,0,0,0,0,10,0,12.9,0,14.8,0
3439,19977,UA,SFO,RNO,1998,4,12,7,21,21:30:00,9,0,1042075,0,0,57,,1027.1,0,0,0,0,5,0,16.1,0,27.8,
3440,19977,UA,SFO,RNO,1998,4,12,3,19,19:40:00,3,0,1042109,0,0,51,,1029,0,0,0,0,5,0,16.1,0,0,0
3441,19977,UA,SFO,RNO,1998,4,12,4,19,19:40:00,2,0,1042110,0,0,76,,1033.1,0,0,0,0,6.1,0,9.7,0,11.1,0
3442,19977,UA,SFO,RNO,1998,4,12,2,14,14:50:00,31,1,1042176,1,0,100,,1025.9,0,0,0,0,6.1,0,0.4,1,7.4,0
3443,19977,UA,SFO,SAN,1998,4,12,5,13,13:55:00,4,0,1049590,0,0,89,,1032.1,0,0,0,0,1.1,0,8.0,0,7.4,0
3444,19977,UA,SFO,SAN,1998,4,12,3,10,10:10:00,23,1,1049612,0,0,56,,1025.2,0,0,0,0,16.7,0,16.1,0,13,0
3445,19977,UA,SFO,SAN,1998,4,12,7,16,16:50:00,81,1,1049833,0,0,100,,1024.7,0,0,0,0,7.2,0,4.8,0,7.4,0
3446,19977,UA,SFO,SAN,1998,4,12,2,17,17:55:00,39,1,1049844,0,0,90,,1031.6,0,0,0,0,9.4,0,9.7,0,18.5,0
3447,19977,UA,SFO,SAN,1998,4,12,6,20,20:35:00,23,1,1049947,0,0,100,,1024.6,0,0,0,0,9.4,0,8.0,0,9.3,0
3448,19393,WN,SFO,SAN,1998,4,12,1,18,18:55:00,13,0,1050072,0,0,100,,1026.4,0,0,0,0,5.6,0,9.7,0,0,0
3449,19393,WN,SFO,SAN,1998,4,12,1,11,11:25:00,30,1,1050102,0,0,100,,1028.3,0,0,0,0,8,0,4.8,0,5.6,0
3450,19393,WN,SFO,SAN,1998,4,12,7,13,13:00:00,89,1,1050132,0,0,100,,1024.3,0,0,0,0,7,0,3.2,0,0,0
3451,19393,WN,SFO,SAN,1998,4,12,7,16,16:35:00,25,1,1050204,0,0,68,,1026.2,0,0,0,0,10,0,16.1,0,18.5,0
3452,19393,WN,SFO,SAN,1998,4,12,2,16,16:35:00,13,0,1050226,0,0,100,,1026,0,0,0,0,6,0,3.2,0,5.6,0
3453,19393,WN,SFO,SAN,1998,4,12,7,22,22:25:00,6,0,1050278,0,0,73,,1028.5,0,0,0,0,7.8,0,16.1,0,5.6,0
3454,19977,UA,SFO,SBA,1998,4,12,3,16,16:05:00,16,1,1054874,0,0,59,,1028.2,0,0,0,0,2.8,0,16.1,0,5.6,0
3455,19977,UA,SFO,SBA,1998,4,12,3,12,12:15:00,78,1,1054896,0,0,45,,1023,0,0,0,0,20,0,16.1,0,18.5,0
3456,19977,UA,SFO,SBA,1998,4,12,6,12,12:15:00,3,0,1054906,0,0,80,,1025.5,0,0,0,0,9.4,0,12.9,0,18.5,0
3457,19930,AS,SFO,SEA,1998,4,12,3,19,19:36:00,44,1,1063225,0,0,82,,1023.2,0,0,0,0,15,0,16.1,0,13,0
3458,19930,AS,SFO,SEA,1998,4,12,1,19,19:36:00,19,1,1063244,0,0,44,,1028.7,0,0,0,0,2.8,0,16.1,0,11.1,0
3459,19930,AS,SFO,SEA,1998,4,12,2,19,19:36:00,51,1,1063252,0,0,93,,1025.6,0,0,0,0,8,0,2.8,0,5.6,0
3460,19930,AS,SFO,SEA,1998,4,12,1,17,17:00:00,25,1,1063292,0,0,68,,1030.1,0,0,0,0,10,0,16.1,0,5.6,0
3461,19930,AS,SFO,SEA,1998,4,12,7,17,17:00:00,61,1,1063313,0,0,100,,1026.3,0,0,0,0,6,0,2.0,0,5.6,0
3462,19930,AS,SFO,SEA,1998,4,12,7,21,21:31:00,89,1,1063326,0,0,89,0,1023.2,0,1,0,0,10,0,14.5,0,25.9,
3463,19930,AS,SFO,SEA,1998,4,12,3,21,21:31:00,13,0,1063333,0,0,62,,1030.9,0,0,0,0,2.2,0,16.1,0,9.3,0
3464,19930,AS,SFO,SEA,1998,4,12,3,18,18:11:00,44,1,1063346,0,0,50,,1029.9,0,0,0,0,11.1,0,16.1,0,11.1,0
3465,19930,AS,SFO,SEA,1998,4,12,3,20,20:25:00,5,0,1063402,0,0,59,,1029.8,0,0,0,0,2.8,0,12.9,0,7.4,0
3466,19977,UA,SFO,SEA,1998,4,12,4,10,10:05:00,28,1,1063637,0,0,68,,1031.6,0,0,0,0,10,0,16.1,0,7.4,0
3467,19977,UA,SFO,SEA,1998,4,12,3,10,10:00:00,7,0,1063650,0,0,86,,1026.1,0,0,0,0,2.2,0,16.1,0,14.8,0
3468,19977,UA,SFO,SEA,1998,4,12,2,11,11:15:00,8,0,1063687,0,0,93,,1025.6,0,0,0,0,8,0,2.8,0,5.6,0
3469,19977,UA,SFO,SEA,1998,4,12,6,14,14:20:00,3,0,1063746,0,0,86,,1028.5,0,0,0,0,5,0,8.0,0,0,0
3470,19977,UA,SFO,SEA,1998,4,12,6,16,16:40:00,8,0,1063808,0,0,80,,1024.2,0,0,0,0,8.9,0,11.3,0,5.6,0
3471,19977,UA,SFO,SEA,1998,4,12,2,16,16:40:00,65,1,1063811,0,0,100,,1026,0,0,0,0,6,0,3.2,0,5.6,0
3472,19977,UA,SFO,SEA,1998,4,12,3,17,17:35:00,11,0,1063815,0,0,86,0,1024.3,0,1,0,0,12.2,0,9.7,0,5.6,0
3473,19977,UA,SFO,SEA,1998,4,12,5,17,17:35:00,65,1,1063824,0,0,80,,1028,0,0,0,0,11.1,0,12.9,0,0,0
3474,19977,UA,SFO,SEA,1998,4,12,2,17,17:35:00,47,1,1063842,0,0,100,,1026.3,0,0,0,0,7,0,2.4,0,0,0
3475,19977,UA,SFO,SEA,1998,4,12,7,20,20:50:00,5,0,1063904,0,0,61,,1025.3,0,0,0,0,10.6,0,16.1,0,13,0
3476,19977,UA,SFO,SEA,1998,4,12,2,21,21:40:00,12,0,1063948,0,0,43,,1023.9,0,0,0,0,6.7,0,16.1,0,0,0
3477,19977,UA,SFO,SEA,1998,4,12,2,19,19:10:00,50,1,1063993,0,0,83,,1030.5,0,0,0,0,7.8,0,16.1,0,0,0
3478,19977,UA,SFO,SEA,1998,4,12,2,19,19:10:00,3,0,1064007,0,0,73,,1024.7,0,0,0,0,4.4,0,16.1,0,7.4,0
3479,19790,DL,SFO,SLC,1998,4,12,7,10,10:30:00,18,1,1089263,0,0,100,,1026.6,0,0,0,0,6,0,1.2,0,9.3,0
3480,19790,DL,SFO,SLC,1998,4,12,3,16,16:25:00,30,1,1089292,0,0,48,,1027.3,0,0,0,0,7.2,0,16.1,0,14.8,0
3481,19790,DL,SFO,SLC,1998,4,12,5,16,16:25:00,5,0,1089294,0,0,76,,1030.3,0,0,0,0,7.8,0,14.5,0,0,0
3482,19790,DL,SFO,SLC,1998,4,12,2,13,13:05:00,11,0,1089308,0,0,82,,1030.4,0,0,0,0,10,0,12.9,0,14.8,0
3483,19790,DL,SFO,SLC,1998,4,12,4,18,18:30:00,2,0,1089357,0,0,68,,1032.5,0,0,0,0,6.7,0,11.3,0,14.8,0
3484,19977,UA,SFO,SLC,1998,4,12,4,13,13:30:00,1,0,1089405,0,0,69,,1029.9,0,0,0,0,11.7,0,16.1,0,0,0
3485,19977,UA,SFO,SNA,1998,4,12,1,19,19:55:00,22,1,1095261,0,0,44,,1028.7,0,0,0,0,2.8,0,16.1,0,11.1,0
3486,19977,UA,SFO,SNA,1998,4,12,7,17,17:10:00,31,1,1095365,0,0,100,,1026.3,0,0,0,0,6,0,2.0,0,5.6,0
3487,19977,UA,SFO,SNA,1998,4,12,5,11,11:20:00,9,0,1095434,0,0,74,,1032.6,0,0,0,0,7.2,0,4.8,0,7.4,0
3488,19977,UA,SFO,MCO,1998,4,12,5,14,14:50:00,1,0,1148401,0,0,68,,1031.3,0,0,0,0,8.3,0,9.7,0,5.6,0
3489,19386,NW,SFO,MEM,1998,4,12,3,13,13:05:00,70,1,1157549,0,0,88,0,1023.2,0,1,0,0,11,0,16.1,0,18.5,0
3490,19386,NW,SFO,MEM,1998,4,12,4,13,13:05:00,5,0,1157557,0,0,71,,1030.6,0,0,0,0,8.3,0,16.1,0,7.4,0
3491,19977,UA,SFO,MFR,1998,4,12,6,14,14:05:00,1,0,1158250,0,0,77,,1024.8,0,0,0,0,9.4,0,12.9,0,11.1,0
3492,19977,UA,SFO,MFR,1998,4,12,7,14,14:05:00,60,1,1158251,0,0,100,,1024.3,0,0,0,0,7,0,3.2,0,0,0
3493,19977,UA,SFO,MFR,1998,4,12,7,11,11:50:00,36,1,1158282,0,0,100,,1025.8,0,0,0,0,6.1,0,2.0,0,5.6,0
3494,19977,UA,SFO,MFR,1998,4,12,2,20,20:46:00,72,1,1158287,0,0,86,,1024.5,0,0,0,0,10.6,0,16.1,0,5.6,0
3495,19977,UA,SFO,MFR,1998,4,12,2,20,20:46:00,6,0,1158308,0,0,70,,1024.7,0,0,0,0,3.9,0,16.1,0,5.6,0
3496,19977,UA,SFO,MIA,1998,4,12,1,14,14:05:00,31,1,1164561,0,0,96,,1026.1,0,0,0,0,8.9,0,9.7,0,7.4,0
3497,19977,UA,SFO,MRY,1998,4,12,1,21,21:42:00,9,0,1167283,0,0,59,,1028.5,0,0,0,0,1.1,0,16.1,0,5.6,0
3498,19977,UA,SFO,MRY,1998,4,12,4,11,11:05:00,2,0,1167317,0,0,67,,1034.1,0,0,0,0,5,0,6.4,0,7.4,0
3499,19386,NW,SFO,MSP,1998,4,12,6,15,15:00:00,8,0,1178161,0,0,68,,1024.3,0,0,0,0,10,0,12.9,0,5.6,0
3500,19386,NW,SFO,MSP,1998,4,12,2,16,16:35:00,16,1,1178189,0,0,54,,1027.2,0,0,0,0,2.8,0,16.1,0,11.1,0
3501,19386,NW,SFO,MSP,1998,4,12,6,16,16:35:00,45,1,1178193,0,0,80,,1024.2,0,0,0,0,8.9,0,11.3,0,5.6,0
3502,19977,UA,SFO,MSY,1998,4,12,2,11,11:00:00,63,1,1183196,0,0,86,,1031.1,0,0,0,0,8.9,0,9.7,0,14.8,0
3503,19977,UA,SFO,ONT,1998,4,12,2,18,18:05:00,3,0,1194042,0,0,77,,1024.1,0,0,0,0,12.2,0,16.1,0,7.4,0
