wid,fog,hail,hum,precipm,pressurem,lowpressure,rain,snow,heavysnow,tempm,thunder,vism,lowvisibility,wspdm,highwindspeed
48375294,0,0,64,,1004.9,1,0,0,0,26.1,0,16.1,0,11.1,0
48375910,0,0,65,,1007.9,1,0,0,0,17.2,0,16.1,0,14.8,0
48378468,0,0,90,,1006.8,1,0,0,0,21.7,0,16.1,0,18.5,0
48381699,0,0,94,0.3,1007,1,1,0,0,14,0,9.7,0,11.1,0
48381700,0,0,90,0.5,1005.8,1,1,0,0,14.4,0,16.1,0,9.3,0
48381707,0,0,93,2.8,1007.2,1,1,0,0,15,0,11.3,0,9.3,0
48412185,0,0,93,0.8,1006.2,1,1,0,0,14.4,0,16.1,0,7.4,0
48418209,0,0,67,,1008.4,1,0,0,0,15,0,16.1,0,25.9,
48418217,0,0,93,0.5,1006.3,1,1,0,0,13.9,0,11.3,0,13,0
48458711,0,0,26,,999.3,1,0,0,0,22.8,0,16.1,0,31.5,
48458712,0,0,20,,999.7,1,0,0,0,22.8,0,16.1,0,16.7,0
48476560,0,0,60,,1025.9,0,0,0,0,16.7,0,16.1,0,16.7,0
48477427,0,0,58,,1028.5,0,0,0,0,17.8,0,16.1,0,16.7,0
48477567,0,0,37,0,1024.3,0,0,0,0,19,0,16.1,0,22.2,
48483532,0,0,81,,1007.7,1,0,0,0,15,0,16.1,0,7.4,0
48484222,0,0,74,0,1002.2,1,1,0,0,11.7,0,16.1,0,37,
48485518,0,0,86,0.5,1000.8,1,1,0,0,5,0,16.1,0,46.3,1
48486212,0,0,62,0,1006.2,1,0,0,0,2.2,0,16.1,0,24.1,
48490265,0,0,85,1,1007.6,1,1,0,0,1.7,0,4.8,0,5.6,0
48510291,0,0,86,,1033.3,0,0,0,0,3.3,0,16.1,0,11.1,0
48515600,0,0,43,,1029.1,0,0,0,0,-3.3,0,16.1,0,24.1,
48515602,0,0,66,,1031.5,0,0,0,0,-1.1,0,16.1,0,5.6,0
48515612,0,0,22,,1030.3,0,0,0,0,1.7,0,16.1,0,11.1,0
48515617,0,0,40,,1031.8,0,0,0,0,6.7,0,16.1,0,0,0
48539413,0,0,43,,1026.5,0,0,0,0,16.7,0,16.1,0,16.7,0
48547589,0,0,61,,1026,0,0,0,0,0.6,0,16.1,0,9.3,0
48547599,0,0,51,,1028.8,0,0,0,0,-5.6,0,16.1,0,11.1,0
48547648,0,0,49,,1024.6,0,0,0,0,15.6,0,16.1,0,11.1,0
48548854,0,0,57,,1024.5,0,0,0,0,2.8,0,16.1,0,0,0
48576164,0,0,94,1,1006.7,1,1,0,0,12,0,2.4,0,5.6,0
48577670,0,0,81,0,1000.6,1,1,0,0,5,0,8.0,0,35.2,
48580125,0,0,79,,1027.6,0,0,0,0,-1.1,0,16.1,0,13,0
48582087,0,0,85,0,1037.7,0,0,0,0,-5.6,0,16.1,0,5.6,0
48592616,0,0,35,,1005.2,1,0,0,0,11.7,0,16.1,0,22.2,
48595778,0,0,93,,1034.6,0,0,0,0,2.2,0,16.1,0,18.5,0
48604386,0,0,34,,1026.5,0,0,0,0,16.1,0,16.1,0,20.4,
48608814,0,0,35,,1022.8,0,0,0,0,20,0,16.1,0,25.9,
48609568,0,0,93,1.3,1025.6,0,1,0,0,7,0,11.3,0,24.1,
48612525,0,0,76,,1030.4,0,0,0,0,5,0,16.1,0,20.4,
48613553,0,0,64,,1022.7,0,0,0,0,16.1,0,16.1,0,13,0
48624051,0,0,86,0.5,1000.8,1,1,0,0,5,0,16.1,0,46.3,1
48625392,0,0,62,0,1006.2,1,0,0,0,2.2,0,16.1,0,24.1,
48626649,0,0,63,0,1023.2,0,0,1,0,-3.3,0,11.3,0,27.8,
48627958,0,0,31,,1024.4,0,0,0,0,6.1,0,16.1,0,24.1,
48635609,0,0,78,0,1039.4,0,0,1,0,-7.8,0,8.0,0,9.3,0
48639682,0,0,81,,1007.7,1,0,0,0,15,0,16.1,0,7.4,0
48642308,0,0,62,0,1006.2,1,0,0,0,2.2,0,16.1,0,24.1,
48643336,0,0,63,0,1028.8,0,0,0,0,-2.8,0,16.1,0,16.7,0
48643895,0,0,24,,1000.5,1,0,0,0,10.6,0,16.1,0,51.9,1
48645936,0,0,82,,1026.3,0,0,0,0,0,0,16.1,0,13,0
48646429,0,0,85,0.8,1008.8,1,1,0,0,1.1,0,12.9,0,9.3,0
48651885,0,0,86,0,1008.4,1,0,1,0,-1,0,2.0,0,18.5,0
48660008,0,0,52,,1025.4,0,0,0,0,1.7,0,16.1,0,0,0
48662492,0,0,19,,1000.5,1,0,0,0,14.4,0,16.1,0,11.1,0
48667935,0,0,53,,1035.8,0,0,0,0,-3.3,0,16.1,0,5.6,0
48668204,0,0,57,,1026.3,0,0,0,0,-7.2,0,16.1,0,18.5,0
48671284,0,0,61,,1026.2,0,0,0,0,1.1,0,16.1,0,5.6,0
48675928,0,0,44,,1000,1,0,0,0,8.3,0,16.1,0,13,0
48678102,0,0,59,,1024.4,0,0,0,0,-10.6,0,9.7,0,29.6,
48679017,0,0,62,0,1024.3,0,0,0,0,-10.6,0,8.0,0,38.9,
48680092,0,0,54,,1033.8,0,0,0,0,-9.4,0,16.1,0,9.3,0
48682873,0,0,60,,1027.5,0,0,0,0,-5.6,0,16.1,0,0,0
48683566,0,0,58,,1028.5,0,0,0,0,-5.6,0,16.1,0,0,0
48684351,0,0,60,,1032,0,0,0,0,-5,0,16.1,0,22.2,
48689975,0,0,78,0,1024.1,0,0,1,0,-5.6,0,4.8,0,25.9,
48691296,0,0,69,,1028.8,0,0,0,0,-4.4,0,16.1,0,0,0
48692034,0,0,69,,1028.7,0,0,0,0,-1.1,0,16.1,0,7.4,0
48692858,0,0,54,,1030.7,0,0,0,0,-1.1,0,16.1,0,5.6,0
48693021,0,0,45,,1026.6,0,0,0,0,5,0,16.1,0,27.8,
48693136,0,0,69,,1028.9,0,0,0,0,-0.6,0,16.1,0,11.1,0
48694430,0,0,52,,1034.1,0,0,0,0,0.6,0,16.1,0,0,0
48694589,0,0,40,,1031.8,0,0,0,0,6.7,0,16.1,0,0,0
48694704,0,0,67,,1030.5,0,0,0,0,1.1,0,16.1,0,11.1,0
48699765,0,0,56,,1025.1,0,0,0,0,-2.8,0,16.1,0,7.4,0
48700562,0,0,57,,1024.5,0,0,0,0,2.8,0,16.1,0,0,0
48700566,0,0,66,,1026.2,0,0,0,0,0,0,16.1,0,0,0
48702929,0,0,66,,1025.4,0,0,0,0,-5.6,0,16.1,0,20.4,
48703367,0,0,65,0,1027.2,0,0,1,0,-6.1,0,16.1,0,16.7,0
48703878,0,0,65,0,1027.2,0,0,1,0,-6.1,0,16.1,0,16.7,0
48735981,0,0,86,0,1006.3,1,0,1,0,-7,0,2.0,0,11.1,0
48886293,0,0,68,,1027,0,0,0,0,-7.2,0,16.1,0,9.3,0
48886375,0,0,69,,1009,1,0,0,0,9.4,0,16.1,0,13,0
48887992,0,0,82,0,1009,1,0,1,0,-1.1,0,0.4,1,18.5,0
48889573,0,0,72,,1004.9,1,0,0,0,-0.6,0,16.1,0,18.5,0
48893075,0,0,86,,1033.3,0,0,0,0,3.3,0,16.1,0,11.1,0
48896128,0,0,24,,1029.2,0,0,0,0,-1.7,0,16.1,0,7.4,0
48896726,0,0,87,,1007.5,1,0,0,0,13.3,0,16.1,0,5.6,0
48896731,0,0,64,,1029.6,0,0,0,0,2.2,0,16.1,0,11.1,0
48904328,0,0,77,0,1037.7,0,0,1,0,-4.4,0,14.5,0,7.4,0
48905116,0,0,93,0,1027.7,0,1,0,0,5,0,6.4,0,33.3,
48905243,0,0,32,,999.7,1,0,0,0,8.9,0,16.1,0,13,0
48908923,0,0,51,,1023.4,0,0,0,0,-2.2,0,16.1,0,7.4,0
48910306,0,0,41,,1033.7,0,0,0,0,2.2,0,16.1,0,0,0
48914031,0,0,63,0,1028.8,0,0,0,0,-2.8,0,16.1,0,16.7,0
48916336,0,0,37,,1026.3,0,0,0,0,-3.3,0,16.1,0,20.4,
48917076,0,0,81,0.3,1006.3,1,0,1,0,1,0,1.6,0,13,0
48918770,0,0,67,,1002.3,1,0,0,0,13,0,16.1,0,46.3,1
48919574,0,0,66,,1008,1,0,0,0,8.3,0,16.1,0,16.7,0
48921115,0,0,35,,1024.5,0,0,0,0,1.7,0,16.1,0,16.7,0
48923649,0,0,24,,1001.6,1,0,0,0,12.8,0,16.1,0,40.7,1
48926156,0,0,37,,1026.3,0,0,0,0,-3.3,0,16.1,0,20.4,
48926158,0,0,34,,1027.3,0,0,0,0,-2.8,0,16.1,0,22.2,
48926162,0,0,43,,1029.1,0,0,0,0,-3.3,0,16.1,0,24.1,
48926988,0,0,44,,1025.1,0,0,0,0,7.2,0,16.1,0,13,0
48927815,0,0,69,,1033.7,0,0,0,0,-2.2,0,16.1,0,5.6,0
48929269,0,0,63,,1029.5,0,0,0,0,-2.8,0,16.1,0,14.8,0
48929486,0,0,16,,1001,1,0,0,0,11.1,0,16.1,0,7.4,0
48930346,0,0,83,0,1027.1,0,0,1,0,-16.7,0,2.4,0,13,0
48930349,0,0,80,0,1023.3,0,0,0,0,-14.4,0,2.4,0,16.7,0
48930747,0,0,60,,1001.9,1,0,0,0,5.6,0,16.1,0,16.7,0
48931987,0,0,59,,1024.4,0,0,0,0,-10.6,0,9.7,0,29.6,
48931989,0,0,56,,1023.4,0,0,0,0,-10.6,0,14.5,0,20.4,
48933215,0,0,70,,1038.7,0,0,0,0,-12.8,0,16.1,0,0,0
48933680,0,0,41,,1034.5,0,0,0,0,-3.9,0,16.1,0,7.4,0
48935363,0,0,71,,1032.8,0,0,0,0,-10.6,0,16.1,0,11.1,0
48935757,0,0,65,,1037,0,0,0,0,-7.8,0,16.1,0,0,0
48936224,0,0,41,,1027.8,0,0,0,0,-1.1,0,16.1,0,11.1,0
48936231,0,0,51,,1028.8,0,0,0,0,-5.6,0,16.1,0,11.1,0
48938702,0,0,63,,1024.9,0,0,0,0,-2.8,0,16.1,0,5.6,0
48939544,0,0,45,,1026.6,0,0,0,0,5,0,16.1,0,27.8,
48942914,0,0,85,0,1027.1,0,0,1,0,-6.7,0,4.8,0,14.8,0
48945362,0,0,65,0,1027.2,0,0,1,0,-6.1,0,16.1,0,16.7,0
48969062,0,0,79,,1025.7,0,0,0,0,6.7,0,16.1,0,33.3,
48970183,0,0,80,0,1005.6,1,0,1,0,-6,0,1.6,0,13,0
48998803,0,0,83,,1007.1,1,0,0,0,13.9,0,16.1,0,7.4,0
48999416,0,0,74,0,1002.2,1,1,0,0,11.7,0,16.1,0,37,
49000743,0,0,82,0,1000.8,1,0,0,0,5,0,16.1,0,44.4,1
49004689,0,0,80,0,1024.6,0,1,0,0,0,0,11.3,0,9.3,0
49008695,0,0,71,0,1028.4,0,0,0,0,-7.8,0,16.1,0,16.7,0
49013388,0,0,88,0.3,1003.2,1,0,1,0,-1.1,0,4.0,0,5.6,0
49013392,0,0,89,0,1002.9,1,0,1,0,-0.6,0,6.4,0,5.6,0
49041999,0,0,55,,1027.2,0,0,0,0,-3.3,0,16.1,0,0,0
49051457,0,0,68,,1008.4,1,0,0,0,7.8,0,16.1,0,29.6,
49051484,0,0,80,0,1005.6,1,0,1,0,-6,0,1.2,0,14.8,0
49092837,0,0,24,,1000.5,1,0,0,0,10.6,0,16.1,0,51.9,1
49092846,0,0,88,,1008.3,1,0,0,0,-5,0,9.7,0,0,0
49121134,0,0,52,,1024.7,0,0,0,0,26.7,0,16.1,0,0,0
49121152,0,0,90,5.3,1004.4,1,1,0,0,15.6,0,4.0,0,7.4,0
49121157,0,0,82,1.8,1031.3,0,1,0,0,5,0,16.1,0,18.5,0
49121158,0,0,57,,1030,0,0,0,0,10,0,16.1,0,14.8,0
49137423,0,0,46,,1003.1,1,0,0,0,35,0,16.1,0,13,0
49150708,0,0,8,,1006,1,0,0,0,27.2,0,16.1,0,33.3,
49150732,0,0,48,,1030.4,0,0,0,0,9.4,0,16.1,0,24.1,
49166886,0,0,14,,1005.8,1,0,0,0,13.9,0,16.1,0,35.2,
49167710,0,0,29,,1029.7,0,0,0,0,7.2,0,16.1,0,11.1,0
49168586,0,0,12,,1006.3,1,0,0,0,23.9,0,16.1,0,13,0
49195563,0,0,55,,1023.6,0,0,0,0,21.1,0,16.1,0,16.7,0
49196054,0,0,87,3.6,1023.3,0,1,0,0,16.1,0,6.4,0,11.1,0
49197051,0,0,63,,1022.7,0,0,0,0,19.4,0,16.1,0,9.3,0
49200065,0,0,69,,1008.1,1,0,0,0,12.2,0,16.1,0,9.3,0
49208105,0,0,89,0.5,1022.7,0,1,0,0,11.7,0,12.9,0,13,0
49209100,0,0,66,0,1031,0,1,0,0,7.8,0,16.1,0,24.1,
49209101,0,0,79,,1033,0,0,0,0,3.9,0,16.1,0,9.3,0
49244291,0,0,23,,1003,1,0,0,0,24.4,0,16.1,0,37,
49275170,0,0,60,,1032,0,0,0,0,7.2,0,16.1,0,11.1,0
49293344,0,0,50,,1003.9,1,0,0,0,33.9,0,16.1,0,20.4,
49316157,0,0,51,,1022.9,0,0,0,0,27.8,0,16.1,0,13,0
49316159,0,0,52,,1024.7,0,0,0,0,26.7,0,16.1,0,0,0
49325253,0,0,61,,1006.4,1,0,0,0,22.8,0,16.1,0,13,0
49325993,0,0,78,0,997.9,1,0,0,0,21.7,0,16.1,0,24.1,
49330915,0,0,53,,1025.7,0,0,0,0,16.7,0,16.1,0,20.4,
49332344,0,0,82,1.8,1031.3,0,1,0,0,5,0,16.1,0,18.5,0
49333074,0,0,51,,1027.2,0,0,0,0,12.2,0,16.1,0,27.8,
49364475,0,0,90,5.3,1004.4,1,1,0,0,15.6,0,4.0,0,7.4,0
49370178,0,0,56,,1006.1,1,0,0,0,16.7,0,16.1,0,33.3,
49370187,0,0,55,,1027,0,0,0,0,12.2,0,16.1,0,25.9,
49370624,0,0,61,,1026.7,0,0,0,0,10.6,0,16.1,0,20.4,
49402003,0,0,77,0,1005.4,1,0,0,0,12.8,0,16.1,0,9.3,0
49402011,0,0,66,,996.1,1,0,0,0,21.7,0,16.1,0,13,0
49408057,0,0,21,,1002.3,1,0,0,0,26.1,0,16.1,0,31.5,
49408065,0,0,58,,1003,1,0,0,0,15,0,16.1,0,13,0
49513564,0,0,14,,1006.5,1,0,0,0,23.3,0,16.1,0,22.2,
49513572,0,0,52,,1030.8,0,0,0,0,8.3,0,16.1,0,18.5,0
49514121,0,0,24,,1004.3,1,0,0,0,24.4,0,16.1,0,31.5,
49514145,0,0,20,,1026.9,0,0,0,0,17.8,0,16.1,0,9.3,0
49514147,0,0,70,,1028.8,0,0,0,0,2.8,0,14.5,0,9.3,0
49515298,0,0,31,,1004.3,1,0,0,0,19.4,0,16.1,0,22.2,
49515694,0,0,51,,1023.6,0,0,0,0,22.2,0,16.1,0,13,0
49515711,0,0,66,,1006.4,1,0,0,0,21.7,0,16.1,0,13,0
49515838,0,0,62,,1007.7,1,0,0,0,23.3,0,14.5,0,13,0
49517064,0,0,24,,1004.2,1,0,0,0,23.3,0,16.1,0,35.2,
49517078,0,0,16,,1009.1,1,0,0,0,21.7,0,16.1,0,9.3,0
49517086,0,0,57,,1032.7,0,0,0,0,6,0,14.5,0,16.7,0
49517088,0,0,19,,1024.5,0,0,0,0,19.4,0,16.1,0,11.1,0
49518457,0,0,21,,1003,1,0,0,0,22.2,0,16.1,0,31.5,
49525969,0,0,60,,1005.1,1,0,0,0,17.8,0,16.1,0,18.5,0
49525978,0,0,84,1.5,1000.4,1,1,0,0,20,0,6.4,0,22.2,
49525985,0,0,62,,1026.9,0,0,0,0,12.2,0,16.1,0,14.8,0
49530193,0,0,72,,1007,1,0,0,0,13.3,0,16.1,0,11.1,0
49530965,0,0,21,,1028.1,0,0,0,0,17.8,0,16.1,0,5.6,0
49530972,0,0,81,,1030.4,0,0,0,0,2,0,11.3,0,13,0
49534282,0,0,22,,1029,0,0,0,0,19.4,0,16.1,0,16.7,0
49534283,0,0,18,,1026.2,0,0,0,0,20,0,16.1,0,11.1,0
49534341,0,0,13,,995.2,1,0,0,0,18.9,0,16.1,0,27.8,
49534352,0,0,76,,1030,0,0,0,0,2.2,0,16.1,0,14.8,0
49540476,0,0,22,,1002.1,1,0,0,0,18.3,0,16.1,0,13,0
49540483,0,0,17,,1031.4,0,0,0,0,20,0,16.1,0,16.7,0
49540487,0,0,48,,1030.5,0,0,0,0,9.4,0,16.1,0,22.2,
49541885,0,0,76,0,1032.5,0,0,0,0,5,0,16.1,0,7.4,0
49550653,0,0,55,,1008.4,1,0,0,0,31.1,0,16.1,0,27.8,
49550655,0,0,55,,1008.4,1,0,0,0,31.1,0,16.1,0,27.8,
49550659,0,0,52,,1004.5,1,0,0,0,33.3,0,16.1,0,22.2,
49554792,0,0,32,,1004.2,1,0,0,0,18.3,0,16.1,0,22.2,
49555117,0,0,30,0.3,1002.3,1,0,0,0,24.4,0,16.1,0,27.8,
49555814,0,0,66,,1005.9,1,0,0,0,10.6,0,16.1,0,25.9,
49556983,0,0,17,,1023.8,0,0,0,0,16.1,0,16.1,0,13,0
49558032,0,0,36,,1024.7,0,0,0,0,15.6,0,16.1,0,7.4,0
49559239,0,0,16,,1008.8,1,0,0,0,22.8,0,16.1,0,24.1,
49563269,0,0,24,,1000.8,1,0,0,0,18.9,0,16.1,0,20.4,
49563722,0,0,23,,994.5,1,0,0,0,14.4,0,16.1,0,22.2,
49565259,0,0,15,,1006.4,1,0,0,0,22.2,0,16.1,0,0,0
49566279,0,0,23,,1003.9,1,0,0,0,20.6,0,16.1,0,11.1,0
49566989,0,0,52,,1030.3,0,0,0,0,2.2,0,16.1,0,11.1,0
49567440,0,0,28,,1033.4,0,0,0,0,5.6,0,16.1,0,7.4,0
49568191,0,0,29,,1030.6,0,0,0,0,16.1,0,16.1,0,13,0
49570231,0,0,77,,1028.9,0,0,0,0,10.6,0,16.1,0,13,0
49572189,0,0,39,,1031.4,0,0,0,0,13.3,0,16.1,0,7.4,0
49572954,0,0,37,,1023.1,0,0,0,0,16.7,0,16.1,0,0,0
49573189,0,0,67,,1032.4,0,0,0,0,5,0,16.1,0,16.7,0
49573944,0,0,77,,1026.1,0,0,0,0,8.9,0,16.1,0,0,0
49576573,0,0,52,,1026.3,0,0,0,0,20,0,16.1,0,18.5,0
49577833,0,0,7,,1006.1,1,0,0,0,28.3,0,16.1,0,37,
49586943,0,0,23,,994.5,1,0,0,0,14.4,0,16.1,0,22.2,
49591499,0,0,80,,1028.8,0,0,0,0,10.6,0,16.1,0,13,0
49601165,0,0,11,,1006.1,1,0,0,0,24.4,0,16.1,0,18.5,0
49602291,0,0,12,,1006.3,1,0,0,0,23.9,0,16.1,0,13,0
49602375,0,0,19,,1004.5,1,0,0,0,19.4,0,16.1,0,16.7,0
49602883,0,0,24,,1004.2,1,0,0,0,23.3,0,16.1,0,35.2,
49605631,0,0,13,,996.6,1,0,0,0,26.7,0,16.1,0,50,1
49608559,0,0,26,,1025.5,0,0,0,0,11.7,0,16.1,0,13,0
49612779,0,0,13,,1008.7,1,0,0,0,25,0,16.1,0,20.4,
49617164,0,0,62,,1005.2,1,0,0,0,14.4,0,11.3,0,13,0
49621960,0,0,34,,1005.8,1,0,0,0,13.9,0,16.1,0,11.1,0
49622529,0,0,25,,994.8,1,0,0,0,15,0,16.1,0,18.5,0
49623839,0,0,33,,998.2,1,0,0,0,13,0,16.1,0,24.1,
49629691,0,0,61,,1029.1,0,0,0,0,1.1,0,16.1,0,22.2,
49631491,0,0,29,,1035.4,0,0,0,0,3.3,0,16.1,0,7.4,0
49633049,0,0,32,,1030.8,0,0,0,0,14.4,0,16.1,0,24.1,
49633167,0,0,25,,1030.1,0,0,0,0,17.8,0,16.1,0,7.4,0
49633472,0,0,32,,1030.8,0,0,0,0,14.4,0,16.1,0,24.1,
49638388,0,0,68,,1026,0,0,0,0,6.7,0,16.1,0,25.9,
49639794,0,0,52,,1030.8,0,0,0,0,8.3,0,16.1,0,18.5,0
49641207,0,0,17,,1029.2,0,0,0,0,18.9,0,16.1,0,0,0
49644639,0,0,8,,1008.1,1,0,0,0,23.3,0,16.1,0,13,0
49644946,0,0,12,,1008,1,0,0,0,20,0,16.1,0,20.4,
49645481,0,0,76,,1030,0,0,0,0,2.2,0,16.1,0,14.8,0
49646597,0,0,81,,1030.4,0,0,0,0,2,0,11.3,0,13,0
49742763,0,0,68,0.3,1001.4,1,1,0,0,7.2,0,16.1,0,16.7,0
49764581,0,0,35,,1022.7,0,0,0,0,0.6,0,16.1,0,11.1,0
49777114,0,0,60,,1025.4,0,0,0,0,18.9,0,16.1,0,16.7,0
49793568,0,0,33,,1023.8,0,0,0,0,10.6,0,16.1,0,9.3,0
49794326,0,0,47,,1027.4,0,0,0,0,5.6,0,16.1,0,13,0
49795180,0,0,33,,1023.1,0,0,0,0,10.6,0,16.1,0,22.2,
49795188,0,0,24,,1023,0,0,0,0,7.8,0,16.1,0,9.3,0
49795189,0,0,10,,1008.2,1,0,0,0,19.4,0,16.1,0,16.7,0
49821459,0,0,53,,1026.1,0,0,0,0,7.2,0,16.1,0,11.1,0
49827739,0,0,67,,1003.5,1,0,0,0,13.3,0,11.3,0,18.5,0
49830513,0,0,62,,1025.1,0,0,0,0,5.6,0,16.1,0,16.7,0
49830516,0,0,67,,1023.6,0,0,0,0,5,0,16.1,0,16.7,0
49881297,0,0,67,,1003.5,1,0,0,0,13.3,0,11.3,0,18.5,0
49886167,0,0,27,,1025.5,0,0,0,0,9.4,0,16.1,0,16.7,0
49887882,0,0,33,,1025,0,0,0,0,10.6,0,16.1,0,18.5,0
49895590,0,0,67,,1030.4,0,0,0,0,1.1,0,16.1,0,9.3,0
49899345,0,0,59,,1024.9,0,0,0,0,1.1,0,16.1,0,14.8,0
49901650,0,0,14,,1008.4,1,0,0,0,13.3,0,16.1,0,7.4,0
49902111,0,0,64,,1025.8,0,0,0,0,0,0,16.1,0,13,0
49906639,0,0,27,,1025.5,0,0,0,0,9.4,0,16.1,0,16.7,0
49918637,0,0,9,,1007.7,1,0,0,0,21.7,0,16.1,0,25.9,
49921378,0,0,19,,1007.8,1,0,0,0,13.9,0,16.1,0,16.7,0
49922677,0,0,58,,1026,0,0,0,0,7.2,0,16.1,0,18.5,0
49926009,0,0,50,,1028.7,0,0,0,0,1.7,0,14.5,0,9.3,0
49928722,0,0,10,,1007.3,1,0,0,0,19.4,0,16.1,0,13,0
49934617,0,0,8,,1007.9,1,0,0,0,21.7,0,16.1,0,16.7,0
49936461,0,0,63,,1028.6,0,0,0,0,-2.2,0,16.1,0,20.4,
49937404,0,0,61,,1028.1,0,0,0,0,-2.2,0,16.1,0,11.1,0
49943967,0,0,48,,1027,0,0,0,0,1.1,0,16.1,0,16.7,0
49944818,0,0,48,,1027,0,0,0,0,1.1,0,16.1,0,16.7,0
49946569,0,0,14,,1008.4,1,0,0,0,13.3,0,16.1,0,7.4,0
49947133,0,0,59,,1025.1,0,0,0,0,1.1,0,16.1,0,20.4,
49948697,0,0,72,,1029.3,0,0,0,0,-3.9,0,16.1,0,18.5,0
49980464,0,0,43,,1026.4,0,0,0,0,11.1,0,16.1,0,13,0
49980473,0,0,45,,1023.2,0,0,0,0,6.7,0,16.1,0,13,0
50127444,0,0,63,,1028.6,0,0,0,0,-2.2,0,16.1,0,20.4,
50131616,0,0,72,,1029.3,0,0,0,0,-3.9,0,16.1,0,18.5,0
50131622,0,0,33,,1025.4,0,0,0,0,9.4,0,16.1,0,5.6,0
50132477,0,0,85,,1024.4,0,0,0,0,0,0,14.5,0,5.6,0
50132560,0,0,52,,1025,0,0,0,0,9.4,0,16.1,0,5.6,0
50133307,0,0,61,0,1026.1,0,0,0,0,-2.8,0,16.1,0,20.4,
50133315,0,0,27,,1025.5,0,0,0,0,9.4,0,16.1,0,16.7,0
50147532,0,0,67,,1030.4,0,0,0,0,1.1,0,16.1,0,9.3,0
50147538,0,0,93,2.3,1006.3,1,1,0,0,5,0,3.2,0,14.8,0
50147722,0,0,43,,1008.7,1,0,0,0,11.1,0,16.1,0,29.6,
50154237,0,0,66,,1030.4,0,0,0,0,-2.2,0,16.1,0,13,0
50154243,0,0,52,,1026.2,0,0,0,0,0.6,0,16.1,0,16.7,0
50157534,0,0,33,,1023.8,0,0,0,0,10.6,0,16.1,0,9.3,0
50157578,0,0,14,,1007.1,1,0,0,0,18.9,0,16.1,0,22.2,
50164771,0,0,10,,1024.7,0,0,0,0,13.9,0,16.1,0,18.5,0
50165044,0,0,32,,1027.9,0,0,0,0,13.3,0,16.1,0,9.3,0
50166240,0,0,55,,1029.9,0,0,0,0,3.3,0,16.1,0,11.1,0
50167337,0,0,24,,1024.6,0,0,0,0,12.2,0,16.1,0,7.4,0
50167584,0,0,83,0,1005,1,1,0,0,4.4,0,16.1,0,29.6,
50170882,0,0,13,,1006.9,1,0,0,0,18.9,0,16.1,0,16.7,0
50173543,0,0,16,,1024,0,0,0,0,10,0,16.1,0,7.4,0
50173788,0,0,77,,1004.6,1,0,0,0,11.7,0,11.3,0,7.4,0
50174339,0,0,32,,1025.9,0,0,0,0,9.4,0,16.1,0,5.6,0
50174812,0,0,10,,1008.3,1,0,0,0,18.3,0,16.1,0,11.1,0
50179914,0,0,92,1,1006.3,1,0,0,0,1.1,0,6.4,0,31.5,
50180776,0,0,63,,1022.8,0,0,0,0,-6.1,0,16.1,0,5.6,0
50180780,0,0,53,,1023.6,0,0,0,0,-2.8,0,16.1,0,5.6,0
50181101,0,0,66,,1024.5,0,0,0,0,-3.3,0,16.1,0,9.3,0
50182356,0,0,81,,1030.2,0,0,0,0,-7.8,0,16.1,0,5.6,0
50182687,0,0,42,,1024.9,0,0,0,0,7.2,0,16.1,0,0,0
50183931,0,0,78,,1030,0,0,0,0,-5,0,16.1,0,13,0
50184235,0,0,38,,1027.9,0,0,0,0,1.1,0,16.1,0,16.7,0
50184472,0,0,61,,1032.8,0,0,0,0,-0.6,0,16.1,0,9.3,0
50228293,0,0,50,,1029.3,0,0,0,0,10,0,16.1,0,11.1,0
50228310,0,0,57,,1026.3,0,0,0,0,7,0,16.1,0,16.7,0
50240434,0,0,86,0,1004.3,1,1,0,0,3.3,0,16.1,0,25.9,
50246209,0,0,72,,1004.2,1,0,0,0,12.2,0,11.3,0,9.3,0
50246949,0,0,80,0,1003.4,1,1,0,0,6.1,0,16.1,0,22.2,
50249189,0,0,67,,1030.4,0,0,0,0,1.1,0,16.1,0,9.3,0
50249191,0,0,51,,1028.8,0,0,0,0,5,0,16.1,0,18.5,0
50253447,0,0,67,,1028.8,0,0,0,0,-0.6,0,16.1,0,16.7,0
50254954,0,0,87,0.5,1008.7,1,1,0,0,6,0,2.0,0,9.3,0
50293058,0,0,64,,1030.4,0,0,0,0,1.1,0,16.1,0,9.3,0
50323147,0,0,86,0.5,1004.1,1,1,0,0,3.3,0,16.1,0,35.2,
50344225,0,0,85,,1025.8,0,0,0,0,0,0,4.8,0,9.3,0
50351348,0,0,82,0,1023.3,0,0,1,0,-1.1,0,4.8,0,9.3,0
50401202,0,0,24,,1025,0,0,0,0,11.1,0,16.1,0,14.8,0
50406256,0,0,33,,1005.5,1,0,0,0,10,0,16.1,0,0,0
50429177,0,0,60,,1037.4,0,0,0,0,-7.8,0,16.1,0,11.1,0
50429179,0,0,59,,1037.3,0,0,0,0,-7.2,0,16.1,0,18.5,0
50430199,0,0,80,0,1003.9,1,0,1,0,-3,0,0.4,1,37,
50431725,0,0,65,,1025.3,0,0,0,0,-5,0,16.1,0,13,0
50431727,0,0,56,0,1023.9,0,0,0,0,-2.8,0,16.1,0,20.4,
50433256,0,0,69,,1030.6,0,0,0,0,-1.7,0,16.1,0,11.1,0
50433777,0,0,85,,1028,0,0,0,0,0,0,12.9,0,7.4,0
